directFractionalCadence,directTimestamp,sumDistance,directCorrectedElevation,directHeartRate,directDoubleCadence,directLongitude,sumElapsedDuration,directSpeed,directElevation,directUncorrectedElevation,sumMovingDuration,directLatitude,directRunCadence,sumDuration,directVerticalSpeed,elapsed_s
0.5,1787872818000.0,1159.1400146484375,94.19999694824219,137.0,149.0,106.88923347741365,755.0,1.5859999656677246,94.19999694824219,106.4000015258789,747.0,-6.4381233137100935,74.0,755.0,0.01600000075995922,755.0
0.5,1787872820000.0,1162.4599609375,94.19999694824219,136.0,149.0,106.8892209045589,757.0,1.5770000219345093,94.19999694824219,106.4000015258789,749.0,-6.438150471076369,74.0,757.0,0.026000000536441803,757.0
0.0,1787872831000.0,1180.9599609375,94.5999984741211,134.0,152.0,106.88915384933352,768.0,1.5859999656677246,94.5999984741211,106.19999694824219,760.0,-6.438303608447313,76.0,768.0,0.02800000086426735,768.0
0.0,1787872838000.0,1195.0400390625,94.80000305175781,136.0,156.0,106.88912409357727,775.0,1.6419999599456787,94.80000305175781,106.4000015258789,767.0,-6.4384272415190935,78.0,775.0,0.04800000041723251,775.0
0.5,1787872844000.0,1203.3199462890625,95.0,138.0,153.0,106.88909257762134,781.0,1.6699999570846558,95.0,107.0,773.0,-6.438495386391878,76.0,781.0,0.02199999988079071,781.0
0.0,1787872849000.0,1210.0799560546875,95.19999694824219,141.0,150.0,106.889075813815,786.0,1.6419999599456787,95.19999694824219,107.0,778.0,-6.438554227352142,75.0,786.0,0.057999998331069946,786.0
0.0,1787872855000.0,1219.0400390625,95.80000305175781,140.0,150.0,106.88905066810548,792.0,1.6050000190734863,95.80000305175781,106.80000305175781,784.0,-6.438631508499384,75.0,792.0,0.08500000089406967,792.0
0.5,1787872863000.0,1229.530029296875,96.5999984741211,137.0,149.0,106.88902208581567,800.0,1.5679999589920044,96.5999984741211,107.80000305175781,792.0,-6.4387220330536366,74.0,800.0,0.09600000083446503,800.0
0.0,1787872867000.0,1234.699951171875,97.0,137.0,148.0,106.88900599256158,804.0,1.5579999685287476,97.0,108.19999694824219,796.0,-6.438766121864319,74.0,804.0,0.09000000357627869,804.0
0.0,1787872875000.0,1247.56005859375,97.5999984741211,138.0,150.0,106.88896659761667,812.0,1.5299999713897705,97.5999984741211,109.19999694824219,804.0,-6.438875673338771,75.0,812.0,0.07500000298023224,812.0
0.5,1787872883000.0,1259.25,98.80000305175781,138.0,155.0,106.88893147744238,820.0,1.5299999713897705,98.80000305175781,109.5999984741211,812.0,-6.438975417986512,77.0,820.0,0.16200000047683716,820.0
0.0,1787872893000.0,1276.22998046875,100.80000305175781,140.0,158.0,106.88887883909047,830.0,1.5210000276565552,100.80000305175781,110.0,822.0,-6.439119083806872,79.0,830.0,0.19699999690055847,830.0
0.5,1787872901000.0,1288.8900146484375,102.19999694824219,140.0,153.0,106.88884874805808,838.0,1.5579999685287476,102.19999694824219,110.5999984741211,830.0,-6.439229054376483,76.0,838.0,0.18000000715255737,838.0
0.5,1787872904000.0,1294.0999755859375,102.5999984741211,144.0,153.0,106.88883332535625,841.0,1.5579999685287476,102.5999984741211,110.5999984741211,833.0,-6.439273478463292,76.0,841.0,0.1550000011920929,841.0
0.5,1787872911000.0,1306.489990234375,103.4000015258789,146.0,155.0,106.88879074528813,848.0,1.5679999589920044,103.4000015258789,110.0,840.0,-6.439376994967461,77.0,848.0,0.09099999815225601,848.0
0.5,1787872917000.0,1315.280029296875,103.4000015258789,149.0,157.0,106.88876174390316,854.0,1.5770000219345093,103.4000015258789,110.5999984741211,846.0,-6.4394512586295605,78.0,854.0,0.024000000208616257,854.0
0.0,1787872922000.0,1322.510009765625,103.80000305175781,151.0,158.0,106.88873668201268,859.0,1.5770000219345093,103.80000305175781,111.4000015258789,851.0,-6.4395113568753,79.0,859.0,0.05000000074505806,859.0
0.0,1787872931000.0,1333.0899658203125,104.19999694824219,151.0,142.0,106.88870432786644,868.0,1.5210000276565552,104.19999694824219,111.4000015258789,860.0,-6.4396020490676165,71.0,868.0,0.057999998331069946,868.0
0.5,1787872935000.0,1337.81005859375,104.5999984741211,148.0,147.0,106.88869351521134,872.0,1.4459999799728394,104.5999984741211,111.4000015258789,864.0,-6.439643623307347,73.0,872.0,0.07500000298023224,872.0
0.5,1787872936000.0,1338.6500244140625,104.5999984741211,145.0,147.0,106.88869083300233,873.0,1.4279999732971191,104.5999984741211,111.5999984741211,865.0,-6.439650831744075,73.0,873.0,0.052000001072883606,873.0
0.0,1787872938000.0,1340.6800537109375,104.80000305175781,142.0,144.0,106.8886857200414,875.0,1.399999976158142,104.80000305175781,111.80000305175781,867.0,-6.439668517559767,72.0,875.0,0.06400000303983688,875.0
0.0,1787872941000.0,1344.3900146484375,105.0,140.0,144.0,106.8886754103005,878.0,1.3530000448226929,105.0,112.0,870.0,-6.439700536429882,72.0,878.0,0.07699999958276749,878.0
0.0,1787872944000.0,1348.050048828125,105.19999694824219,139.0,144.0,106.88867121934891,881.0,1.3250000476837158,105.19999694824219,112.19999694824219,873.0,-6.439733058214188,72.0,881.0,0.07800000160932541,881.0
0.0,1787872950000.0,1358.0699462890625,105.5999984741211,140.0,152.0,106.88864917494357,887.0,1.305999994277954,105.5999984741211,110.4000015258789,879.0,-6.439819475635886,76.0,887.0,0.07699999958276749,887.0
0.0,1787872956000.0,1369.8900146484375,106.19999694824219,140.0,144.0,106.8886075168848,893.0,1.3899999856948853,106.19999694824219,109.4000015258789,885.0,-6.439916957169771,72.0,893.0,0.08299999684095383,893.0
0.5,1787872965000.0,1387.1700439453125,106.0,141.0,159.0,106.8885713070631,902.0,1.6139999628067017,106.0,110.4000015258789,894.0,-6.440068669617176,79.0,902.0,-0.027000000700354576,902.0
0.5,1787872970000.0,1396.68994140625,105.4000015258789,144.0,155.0,106.88854205422103,907.0,1.6699999570846558,105.4000015258789,110.0,899.0,-6.440149303525686,77.0,907.0,-0.0949999988079071,907.0
0.5,1787872971000.0,1398.52001953125,105.4000015258789,144.0,153.0,106.88853752799332,908.0,1.6799999475479126,105.4000015258789,110.0,900.0,-6.440165229141712,76.0,908.0,-0.09700000286102295,908.0
0.5,1787872978000.0,1409.5999755859375,105.0,145.0,155.0,106.8885039165616,915.0,1.6799999475479126,105.0,110.80000305175781,907.0,-6.440259944647551,77.0,915.0,-0.04899999871850014,915.0
0.5,1787872981000.0,1414.800048828125,104.5999984741211,145.0,155.0,106.88849218189716,918.0,1.6699999570846558,104.5999984741211,111.0,910.0,-6.44030537456274,77.0,918.0,-0.1080000028014183,918.0
0.5,1787872987000.0,1425.449951171875,104.0,146.0,153.0,106.88846619799733,924.0,1.6799999475479126,104.0,112.19999694824219,916.0,-6.440398246049881,76.0,924.0,-0.11100000143051147,924.0
0.0,1787872996000.0,1438.4599609375,103.0,146.0,152.0,106.8884296528995,933.0,1.6799999475479126,103.0,115.0,925.0,-6.440509641543031,76.0,933.0,-0.1080000028014183,933.0
0.0,1787873004000.0,1451.949951171875,102.19999694824219,145.0,150.0,106.8883968796581,941.0,1.6699999570846558,102.19999694824219,116.4000015258789,933.0,-6.440626904368401,75.0,941.0,-0.10499999672174454,941.0
0.5,1787873014000.0,1466.52001953125,101.4000015258789,145.0,147.0,106.88835547305644,951.0,1.6699999570846558,101.4000015258789,118.80000305175781,943.0,-6.440751543268561,73.0,951.0,-0.07500000298023224,951.0
0.5,1787873023000.0,1478.1500244140625,100.80000305175781,144.0,145.0,106.88831247389317,960.0,1.6239999532699585,100.80000305175781,118.19999694824219,952.0,-6.440846845507622,72.0,960.0,-0.06199999898672104,960.0
0.0,1787873031000.0,1486.9599609375,101.19999694824219,141.0,144.0,106.88829839229584,968.0,1.5119999647140503,101.19999694824219,118.19999694824219,960.0,-6.440924797207117,72.0,968.0,0.03799999877810478,968.0
0.5,1787873032000.0,1488.3399658203125,101.4000015258789,141.0,145.0,106.88829897902906,969.0,1.4839999675750732,101.4000015258789,118.19999694824219,961.0,-6.440937286242843,72.0,969.0,0.10000000149011612,969.0
0.0,1787873042000.0,1501.3199462890625,101.19999694824219,140.0,142.0,106.88831792213023,979.0,1.3899999856948853,101.19999694824219,118.0,971.0,-6.441051699221134,71.0,979.0,-0.004000000189989805,979.0
0.0,1787873047000.0,1508.1600341796875,101.19999694824219,137.0,144.0,106.88834088854492,984.0,1.3899999856948853,101.19999694824219,117.5999984741211,976.0,-6.441109282895923,72.0,984.0,-0.00800000037997961,984.0
0.0,1787873054000.0,1517.0799560546875,101.19999694824219,136.0,144.0,106.88837391324341,991.0,1.38100004196167,101.19999694824219,117.80000305175781,983.0,-6.441181534901261,72.0,991.0,-0.013000000268220901,991.0
0.5,1787873058000.0,1522.3199462890625,101.0,139.0,145.0,106.8883955385536,995.0,1.3619999885559082,101.0,118.0,987.0,-6.441223360598087,72.0,995.0,-0.0560000017285347,995.0
0.5,1787873062000.0,1528.6800537109375,100.4000015258789,141.0,143.0,106.88839327543974,999.0,1.3530000448226929,100.4000015258789,118.0,991.0,-6.4412798546254635,71.0,999.0,-0.10400000214576721,999.0
0.0,1787873068000.0,1539.22998046875,100.0,139.0,156.0,106.88841531984508,1005.0,1.5119999647140503,100.0,118.5999984741211,997.0,-6.441369289532304,78.0,1005.0,-0.09399999678134918,1005.0
0.0,1787873073000.0,1547.5699462890625,99.4000015258789,141.0,152.0,106.88845295459032,1010.0,1.5770000219345093,99.4000015258789,118.80000305175781,1002.0,-6.441434416919947,76.0,1010.0,-0.11100000143051147,1010.0
0.0,1787873075000.0,1550.3399658203125,99.19999694824219,142.0,152.0,106.88846502453089,1012.0,1.5859999656677246,99.19999694824219,118.80000305175781,1004.0,-6.441456377506256,76.0,1012.0,-0.09700000286102295,1012.0
0.0,1787873078000.0,1555.1600341796875,98.80000305175781,144.0,148.0,106.8884761724621,1015.0,1.5859999656677246,98.80000305175781,118.5999984741211,1007.0,-6.441497867926955,74.0,1015.0,-0.13600000739097595,1015.0
0.5,1787873080000.0,1557.9100341796875,98.5999984741211,146.0,147.0,106.88845412805676,1017.0,1.5859999656677246,98.5999984741211,118.5999984741211,1009.0,-6.441509183496237,73.0,1017.0,-0.10100000351667404,1017.0
0.5,1787873081000.0,1559.760009765625,98.4000015258789,146.0,147.0,106.88843744806945,1018.0,1.5859999656677246,98.4000015258789,118.5999984741211,1010.0,-6.441510692238808,73.0,1018.0,-0.07599999755620956,1018.0
0.5,1787873085000.0,1567.469970703125,98.5999984741211,147.0,145.0,106.88837500289083,1022.0,1.5959999561309814,98.5999984741211,118.4000015258789,1014.0,-6.441482361406088,72.0,1022.0,0.019999999552965164,1022.0
0.0,1787873092000.0,1579.3900146484375,99.19999694824219,148.0,148.0,106.88830970786512,1029.0,1.6139999628067017,99.19999694824219,117.5999984741211,1021.0,-6.441397620365024,74.0,1029.0,0.09700000286102295,1029.0
0.0,1787873102000.0,1595.510009765625,99.80000305175781,150.0,150.0,106.88823167234659,1039.0,1.6139999628067017,99.80000305175781,117.0,1031.0,-6.44127432256937,75.0,1039.0,0.05900000035762787,1039.0
0.0,1787873106000.0,1601.8399658203125,99.80000305175781,153.0,148.0,106.88820610754192,1043.0,1.5959999561309814,99.80000305175781,116.80000305175781,1035.0,-6.441223192960024,74.0,1043.0,0.0,1043.0
0.5,1787873113000.0,1611.760009765625,99.80000305175781,152.0,147.0,106.88816620968282,1050.0,1.5679999589920044,99.80000305175781,117.0,1042.0,-6.441142726689577,73.0,1050.0,0.0,1050.0
0.5,1787873123000.0,1626.9100341796875,99.0,149.0,145.0,106.88813201151788,1060.0,1.5399999618530273,99.0,116.5999984741211,1052.0,-6.441011214628816,72.0,1060.0,-0.07900000363588333,1060.0
0.5,1787873124000.0,1627.9599609375,99.0,149.0,145.0,106.88813067041337,1061.0,1.5399999618530273,99.0,116.5999984741211,1053.0,-6.4410018268972635,72.0,1061.0,-0.0820000022649765,1061.0
0.5,1787873128000.0,1634.25,98.4000015258789,146.0,147.0,106.88812077976763,1065.0,1.5399999618530273,98.4000015258789,116.80000305175781,1057.0,-6.440945751965046,73.0,1065.0,-0.12800000607967377,1065.0
0.0,1787873131000.0,1638.949951171875,98.19999694824219,143.0,148.0,106.88811927102506,1068.0,1.5399999618530273,98.19999694824219,116.80000305175781,1060.0,-6.440903339534998,74.0,1068.0,-0.10700000077486038,1068.0
0.0,1787873133000.0,1642.219970703125,98.0,140.0,148.0,106.88812019303441,1070.0,1.5399999618530273,98.0,116.80000305175781,1062.0,-6.440873751416802,74.0,1070.0,-0.10199999809265137,1070.0
0.0,1787873137000.0,1648.800048828125,97.80000305175781,139.0,150.0,106.88813201151788,1074.0,1.5490000247955322,97.80000305175781,116.5999984741211,1066.0,-6.44081549718976,75.0,1074.0,-0.013000000268220901,1074.0
0.0,1787873149000.0,1669.0899658203125,99.0,137.0,152.0,106.88818515278399,1086.0,1.5859999656677246,99.0,117.0,1078.0,-6.44064006395638,76.0,1086.0,0.08799999952316284,1086.0
0.0,1787873151000.0,1672.3599853515625,99.19999694824219,138.0,152.0,106.88819068484008,1088.0,1.5959999561309814,99.19999694824219,117.0,1080.0,-6.440611146390438,76.0,1088.0,0.09200000017881393,1088.0
0.0,1787873157000.0,1681.6400146484375,99.80000305175781,140.0,150.0,106.88822303898633,1094.0,1.5859999656677246,99.80000305175781,116.80000305175781,1086.0,-6.440534200519323,75.0,1094.0,0.12700000405311584,1094.0
0.0,1787873159000.0,1684.3699951171875,100.19999694824219,140.0,152.0,106.88823753967881,1096.0,1.5859999656677246,100.19999694824219,116.5999984741211,1088.0,-6.440514335408807,76.0,1096.0,0.17599999904632568,1096.0
0.0,1787873167000.0,1698.1800537109375,101.80000305175781,137.0,152.0,106.88827785663307,1104.0,1.5959999561309814,101.80000305175781,114.80000305175781,1096.0,-6.44039623439312,76.0,1104.0,0.20399999618530273,1104.0
0.0,1787873170000.0,1703.9000244140625,102.80000305175781,137.0,152.0,106.88830140978098,1107.0,1.5959999561309814,102.80000305175781,114.4000015258789,1099.0,-6.4403503853827715,76.0,1107.0,0.2770000100135803,1107.0
0.5,1787873180000.0,1721.0699462890625,104.80000305175781,138.0,155.0,106.88835312612355,1117.0,1.6330000162124634,104.80000305175781,114.4000015258789,1109.0,-6.440203785896301,77.0,1117.0,0.2070000022649765,1117.0
0.0,1787873189000.0,1735.52001953125,106.0,138.0,152.0,106.88839495182037,1126.0,1.6419999599456787,106.0,114.0,1118.0,-6.440080236643553,76.0,1126.0,0.13199999928474426,1126.0
0.0,1787873200000.0,1753.300048828125,106.5999984741211,138.0,152.0,106.8884301558137,1137.0,1.6519999504089355,106.5999984741211,113.0,1129.0,-6.43992324359715,76.0,1137.0,0.050999999046325684,1137.0
0.0,1787873212000.0,1771.1800537109375,105.4000015258789,136.0,150.0,106.88847910612822,1149.0,1.6239999532699585,105.4000015258789,112.80000305175781,1141.0,-6.43976935185492,75.0,1149.0,-0.08900000154972076,1149.0
0.0,1787873224000.0,1791.43994140625,103.80000305175781,136.0,152.0,106.88852520659566,1161.0,1.6050000190734863,103.80000305175781,113.4000015258789,1153.0,-6.439592074602842,76.0,1161.0,-0.1420000046491623,1161.0
0.0,1787873225000.0,1793.1600341796875,103.5999984741211,136.0,152.0,106.88853073865175,1162.0,1.6139999628067017,103.5999984741211,113.5999984741211,1154.0,-6.439577490091324,76.0,1162.0,-0.23499999940395355,1162.0
0.5,1787873232000.0,1805.219970703125,102.0,139.0,153.0,106.88857767730951,1169.0,1.6139999628067017,102.0,113.5999984741211,1161.0,-6.43947908654809,76.0,1169.0,-0.2070000022649765,1169.0
0.5,1787873234000.0,1808.239990234375,101.80000305175781,139.0,155.0,106.8885900825262,1171.0,1.6139999628067017,101.80000305175781,113.80000305175781,1163.0,-6.4394547790288925,77.0,1171.0,-0.17299999296665192,1171.0
0.0,1787873243000.0,1823.0899658203125,100.19999694824219,136.0,152.0,106.88864473253489,1180.0,1.6239999532699585,100.19999694824219,114.5999984741211,1172.0,-6.439332235604525,76.0,1180.0,-0.1679999977350235,1180.0
0.5,1787873246000.0,1827.530029296875,99.80000305175781,135.0,153.0,106.88865839503706,1183.0,1.6239999532699585,99.80000305175781,114.4000015258789,1175.0,-6.439294433221221,76.0,1183.0,-0.16099999845027924,1183.0
0.5,1787873258000.0,1849.4200439453125,97.0,135.0,153.0,106.88870960846543,1195.0,1.6330000162124634,97.0,112.4000015258789,1187.0,-6.439103158190846,76.0,1195.0,-0.23399999737739563,1195.0
0.0,1787873260000.0,1852.8900146484375,96.80000305175781,138.0,152.0,106.88872427679598,1197.0,1.6330000162124634,96.80000305175781,112.5999984741211,1189.0,-6.4390751626342535,76.0,1197.0,-0.0860000029206276,1197.0
0.5,1787873265000.0,1862.1199951171875,95.5999984741211,139.0,155.0,106.88874397426844,1202.0,1.6419999599456787,95.5999984741211,113.80000305175781,1194.0,-6.438994193449616,77.0,1202.0,-0.22100000083446503,1202.0
0.5,1787873276000.0,1881.1199951171875,93.5999984741211,141.0,153.0,106.88878311775625,1213.0,1.6699999570846558,93.5999984741211,114.5999984741211,1205.0,-6.438827225938439,76.0,1213.0,-0.18000000715255737,1213.0
0.0,1787873287000.0,1899.5999755859375,93.80000305175781,140.0,150.0,106.88883206807077,1224.0,1.6799999475479126,93.80000305175781,115.0,1216.0,-6.438667383044958,75.0,1224.0,0.013000000268220901,1224.0
0.0,1787873292000.0,1908.0400390625,94.0,137.0,152.0,106.88885654322803,1229.0,1.6699999570846558,94.0,115.80000305175781,1221.0,-6.438594879582524,76.0,1229.0,0.03500000014901161,1229.0
0.0,1787873299000.0,1919.8499755859375,93.80000305175781,136.0,150.0,106.88888696953654,1236.0,1.6699999570846558,93.80000305175781,116.0,1228.0,-6.438492704182863,75.0,1236.0,-0.020999999716877937,1236.0
0.0,1787873307000.0,1932.0799560546875,93.80000305175781,133.0,150.0,106.88892066478729,1244.0,1.6699999570846558,93.80000305175781,114.80000305175781,1236.0,-6.438387930393219,75.0,1244.0,-0.013000000268220901,1244.0
0.0,1787873308000.0,1933.760009765625,93.80000305175781,133.0,154.0,106.88892493955791,1245.0,1.6610000133514404,93.80000305175781,114.5999984741211,1237.0,-6.438373429700732,77.0,1245.0,0.052000001072883606,1245.0
0.0,1787873317000.0,1948.5,93.4000015258789,133.0,154.0,106.88897791318595,1254.0,1.6610000133514404,93.4000015258789,113.19999694824219,1246.0,-6.438252059742808,77.0,1254.0,-0.05400000140070915,1254.0
0.5,1787873328000.0,1966.8499755859375,92.0,135.0,155.0,106.88903717324138,1265.0,1.6519999504089355,92.0,111.5999984741211,1257.0,-6.438097581267357,77.0,1265.0,-0.1120000034570694,1265.0
0.0,1787873339000.0,1985.199951171875,92.4000015258789,138.0,152.0,106.8890948407352,1276.0,1.6699999570846558,92.4000015258789,111.19999694824219,1268.0,-6.437942599877715,76.0,1276.0,0.029999999329447746,1276.0
0.0,1787873340000.0,1986.9200439453125,92.4000015258789,138.0,150.0,106.88909727148712,1277.0,1.6699999570846558,92.4000015258789,111.0,1269.0,-6.4379271771758795,75.0,1277.0,0.004000000189989805,1277.0
0.0,1787873351000.0,2004.8199462890625,92.80000305175781,139.0,156.0,106.88914680853486,1288.0,1.6519999504089355,92.80000305175781,111.19999694824219,1280.0,-6.437773536890745,78.0,1288.0,0.03099999949336052,1288.0
0.5,1787873363000.0,2024.8399658203125,94.19999694824219,137.0,153.0,106.88920070417225,1300.0,1.6519999504089355,94.19999694824219,112.19999694824219,1292.0,-6.43760078586638,76.0,1300.0,0.125,1300.0
0.5,1787873367000.0,2031.75,94.80000305175781,140.0,153.0,106.88921998254955,1304.0,1.6610000133514404,94.80000305175781,112.4000015258789,1296.0,-6.437541525810957,76.0,1304.0,0.14000000059604645,1304.0
0.5,1787873373000.0,2041.030029296875,95.4000015258789,140.0,153.0,106.88924479298294,1310.0,1.6610000133514404,95.4000015258789,112.19999694824219,1302.0,-6.437461227178574,76.0,1310.0,0.08399999886751175,1310.0
0.0,1787873384000.0,2057.489990234375,95.0,140.0,148.0,106.889295168221,1321.0,1.6139999628067017,95.0,111.5999984741211,1313.0,-6.437321333214641,74.0,1321.0,-0.02199999988079071,1321.0
0.5,1787873396000.0,2076.320068359375,94.0,139.0,147.0,106.88934931531549,1333.0,1.5959999561309814,94.0,112.5999984741211,1325.0,-6.4371599815785885,73.0,1333.0,-0.08799999952316284,1333.0
0.0,1787873399000.0,2081.159912109375,93.4000015258789,136.0,148.0,106.88936507329345,1336.0,1.5959999561309814,93.4000015258789,112.5999984741211,1328.0,-6.437118574976921,74.0,1336.0,-0.19200000166893005,1336.0
0.5,1787873404000.0,2088.280029296875,92.80000305175781,136.0,147.0,106.88939281739295,1341.0,1.5859999656677246,92.80000305175781,112.80000305175781,1333.0,-6.437060404568911,73.0,1341.0,-0.12999999523162842,1341.0
0.5,1787873413000.0,2103.3701171875,92.19999694824219,137.0,145.0,106.88949172385037,1350.0,1.5770000219345093,92.19999694824219,112.0,1342.0,-6.436969544738531,72.0,1350.0,-0.06599999964237213,1350.0
0.0,1787873423000.0,2117.72998046875,92.4000015258789,137.0,150.0,106.88959205523133,1360.0,1.5579999685287476,92.4000015258789,107.4000015258789,1352.0,-6.4368869829922915,75.0,1360.0,0.02500000037252903,1360.0
0.5,1787873433000.0,2132.739990234375,93.19999694824219,136.0,147.0,106.88968257978559,1370.0,1.5299999713897705,93.19999694824219,106.5999984741211,1362.0,-6.436785729601979,73.0,1370.0,0.0860000029206276,1370.0
0.5,1787873441000.0,2145.919921875,93.4000015258789,135.0,149.0,106.88973773270845,1378.0,1.5299999713897705,93.4000015258789,107.19999694824219,1370.0,-6.436680285260081,74.0,1378.0,0.007000000216066837,1378.0
0.5,1787873449000.0,2159.68994140625,94.19999694824219,135.0,149.0,106.88977545127273,1386.0,1.5399999618530273,94.19999694824219,108.19999694824219,1378.0,-6.436562268063426,74.0,1386.0,0.0989999994635582,1386.0
0.5,1787873458000.0,2173.85009765625,95.5999984741211,135.0,149.0,106.88982205465436,1395.0,1.5490000247955322,95.5999984741211,109.5999984741211,1387.0,-6.436442993581295,74.0,1395.0,0.1599999964237213,1395.0
0.0,1787873467000.0,2187.030029296875,96.4000015258789,134.0,150.0,106.88985390588641,1404.0,1.5399999618530273,96.4000015258789,109.80000305175781,1396.0,-6.436327826231718,75.0,1404.0,0.09300000220537186,1404.0
0.0,1787873476000.0,2202.530029296875,97.5999984741211,135.0,150.0,106.88990914262831,1413.0,1.5579999685287476,97.5999984741211,109.5999984741211,1405.0,-6.436198744922876,75.0,1413.0,0.125,1413.0
0.0,1787873481000.0,2210.8798828125,98.19999694824219,138.0,152.0,106.88993303105235,1418.0,1.5679999589920044,98.19999694824219,109.4000015258789,1410.0,-6.436126995831728,76.0,1418.0,0.11999999731779099,1418.0
0.5,1787873486000.0,2219.989990234375,98.0,139.0,153.0,106.88995096832514,1423.0,1.5770000219345093,98.0,109.4000015258789,1415.0,-6.436046613380313,76.0,1423.0,-0.006000000052154064,1423.0
0.0,1787873498000.0,2240.659912109375,97.0,139.0,152.0,106.89001299440861,1435.0,1.6139999628067017,97.0,108.5999984741211,1427.0,-6.435871263965964,76.0,1435.0,-0.09799999743700027,1435.0
0.0,1787873504000.0,2250.22998046875,96.4000015258789,136.0,154.0,106.89004316926003,1441.0,1.6330000162124634,96.4000015258789,107.5999984741211,1433.0,-6.435790043324232,77.0,1441.0,-0.0949999988079071,1441.0
0.0,1787873507000.0,2255.93994140625,96.19999694824219,136.0,154.0,106.89006563276052,1444.0,1.6330000162124634,96.19999694824219,107.19999694824219,1436.0,-6.4357436913996935,77.0,1444.0,-0.05700000002980232,1444.0
0.0,1787873519000.0,2275.7900390625,95.19999694824219,136.0,158.0,106.89017158001661,1456.0,1.6330000162124634,95.19999694824219,107.80000305175781,1448.0,-6.435601534321904,79.0,1456.0,-0.07900000363588333,1456.0
0.0,1787873526000.0,2287.449951171875,94.5999984741211,139.0,154.0,106.89026277512312,1463.0,1.6419999599456787,94.5999984741211,107.5999984741211,1455.0,-6.435548812150955,77.0,1463.0,-0.10100000351667404,1463.0
0.0,1787873527000.0,2289.43994140625,94.4000015258789,139.0,154.0,106.8902793712914,1464.0,1.6419999599456787,94.4000015258789,107.5999984741211,1456.0,-6.435541603714228,77.0,1464.0,-0.1120000034570694,1464.0
0.5,1787873536000.0,2305.419921875,94.0,140.0,157.0,106.89041331410408,1473.0,1.6610000133514404,94.0,107.4000015258789,1465.0,-6.435488210991025,78.0,1473.0,-0.05700000002980232,1473.0
0.0,1787873546000.0,2323.169921875,93.80000305175781,140.0,154.0,106.89056293107569,1483.0,1.6799999475479126,93.80000305175781,107.5999984741211,1475.0,-6.435429789125919,77.0,1483.0,-0.004000000189989805,1483.0
0.0,1787873553000.0,2335.580078125,94.0,143.0,154.0,106.89066644757986,1490.0,1.6979999542236328,94.0,108.4000015258789,1482.0,-6.435387125238776,77.0,1490.0,0.008999999612569809,1490.0
0.0,1787873557000.0,2342.5400390625,94.0,142.0,150.0,106.89072369597852,1494.0,1.7079999446868896,94.0,109.19999694824219,1486.0,-6.435360722243786,75.0,1494.0,0.004000000189989805,1494.0
0.0,1787873566000.0,2358.169921875,94.19999694824219,141.0,158.0,106.89085747115314,1503.0,1.7359999418258667,94.19999694824219,109.19999694824219,1495.0,-6.4353160466998816,79.0,1503.0,0.017999999225139618,1503.0
0.5,1787873577000.0,2378.10009765625,95.0,140.0,155.0,106.89102460630238,1514.0,1.7640000581741333,95.0,109.19999694824219,1506.0,-6.435248488560319,77.0,1514.0,0.07699999958276749,1514.0
0.0,1787873588000.0,2395.429931640625,95.5999984741211,138.0,152.0,106.8911686912179,1525.0,1.7640000581741333,95.5999984741211,109.80000305175781,1517.0,-6.435186294838786,76.0,1525.0,0.06599999964237213,1525.0
0.0,1787873597000.0,2408.070068359375,96.80000305175781,137.0,150.0,106.89127656631172,1534.0,1.7170000076293945,96.80000305175781,109.0,1526.0,-6.435148827731609,75.0,1534.0,0.12800000607967377,1534.0
0.0,1787873603000.0,2415.760009765625,97.5999984741211,139.0,150.0,106.89133959822357,1540.0,1.6799999475479126,97.5999984741211,108.80000305175781,1532.0,-6.435119239613414,75.0,1540.0,0.11999999731779099,1540.0
0.0,1787873610000.0,2426.139892578125,98.4000015258789,141.0,152.0,106.8914260994643,1547.0,1.6419999599456787,98.4000015258789,108.5999984741211,1539.0,-6.435082610696554,76.0,1547.0,0.12399999797344208,1547.0
0.0,1787873619000.0,2441.239990234375,98.4000015258789,144.0,152.0,106.8915294483304,1556.0,1.6139999628067017,98.4000015258789,108.0,1548.0,-6.434996360912919,76.0,1556.0,0.0020000000949949026,1556.0
0.0,1787873621000.0,2444.179931640625,98.4000015258789,144.0,152.0,106.89154562540352,1558.0,1.6139999628067017,98.4000015258789,108.19999694824219,1550.0,-6.434973813593388,76.0,1558.0,-0.05999999865889549,1558.0
0.5,1787873629000.0,2456.25,98.5999984741211,143.0,149.0,106.89161754213274,1566.0,1.6050000190734863,98.5999984741211,109.19999694824219,1558.0,-6.434892425313592,74.0,1566.0,0.02800000086426735,1566.0
0.0,1787873635000.0,2464.8798828125,98.5999984741211,140.0,146.0,106.8916676659137,1572.0,1.5959999561309814,98.5999984741211,110.19999694824219,1564.0,-6.434832410886884,73.0,1572.0,0.024000000208616257,1572.0
0.5,1787873638000.0,2469.159912109375,98.80000305175781,139.0,149.0,106.89169691875577,1575.0,1.5859999656677246,98.80000305175781,111.0,1567.0,-6.434807097539306,74.0,1575.0,0.03999999910593033,1575.0
0.5,1787873647000.0,2485.3798828125,99.0,137.0,149.0,106.89180077053607,1584.0,1.5770000219345093,99.0,112.19999694824219,1576.0,-6.434702156111598,74.0,1584.0,0.03200000151991844,1584.0
