directLongitude,directSpeed,directLatitude,sumDistance,sumElapsedDuration,directElevation,directHeartRate,directFractionalCadence,sumMovingDuration,directRunCadence,sumDuration,directDoubleCadence,directTimestamp,directUncorrectedElevation,directCorrectedElevation,directVerticalSpeed,elapsed_s
106.89267282374203,1.343999981880188,-6.432753363624215,406.739990234375,309.0,91.5999984741211,126.0,0.5,309.0,74.0,309.0,149.0,1786576570000.0,103.80000305175781,91.5999984741211,0.13899999856948853,309.0
106.89267030917108,1.343999981880188,-6.432773815467954,408.9599914550781,311.0,91.80000305175781,123.0,0.0,311.0,76.0,311.0,152.0,1786576572000.0,103.80000305175781,91.80000305175781,0.06499999761581421,311.0
106.89266419038177,1.343999981880188,-6.432786053046584,410.4700012207031,312.0,91.5999984741211,122.0,0.0,312.0,76.0,312.0,152.0,1786576573000.0,103.80000305175781,91.5999984741211,-0.02199999988079071,312.0
106.89263041131198,1.343999981880188,-6.432886300608516,422.2200012207031,321.0,91.5999984741211,125.0,0.5,321.0,73.0,321.0,147.0,1786576582000.0,103.0,91.5999984741211,0.0,321.0
106.89259998500347,1.3339999914169312,-6.433011190965772,436.4800109863281,332.0,91.80000305175781,125.0,0.5,332.0,73.0,332.0,147.0,1786576593000.0,100.80000305175781,91.80000305175781,0.014000000432133675,332.0
106.89259772188962,1.3339999914169312,-6.433026362210512,438.1700134277344,334.0,91.80000305175781,122.0,0.5,334.0,73.0,334.0,147.0,1786576595000.0,100.4000015258789,91.80000305175781,0.01899999938905239,334.0
106.89260643906891,1.305999994277954,-6.4331564493477345,452.6099853515625,346.0,91.5999984741211,123.0,0.0,346.0,72.0,346.0,144.0,1786576607000.0,96.0,91.5999984741211,-0.027000000700354576,346.0
106.89261297695339,1.2970000505447388,-6.433286536484957,467.0199890136719,358.0,91.19999694824219,123.0,0.5,358.0,70.0,358.0,141.0,1786576619000.0,95.80000305175781,91.19999694824219,-0.03500000014901161,358.0
106.89261440187693,1.2690000534057617,-6.433414276689291,481.1499938964844,370.0,91.0,121.0,0.5,370.0,70.0,370.0,141.0,1786576631000.0,97.4000015258789,91.0,-0.008999999612569809,370.0
106.89260576851666,1.2599999904632568,-6.433550314977765,496.1700134277344,381.0,91.0,120.0,0.5,381.0,73.0,381.0,147.0,1786576642000.0,98.5999984741211,91.0,-0.004000000189989805,381.0
106.89260643906891,1.2690000534057617,-6.433659866452217,508.32000732421875,391.0,91.0,120.0,0.0,391.0,72.0,391.0,144.0,1786576652000.0,99.80000305175781,91.0,0.0010000000474974513,391.0
106.8925860710442,1.277999997138977,-6.433808309957385,524.97998046875,404.0,91.0,122.0,0.5,404.0,72.0,404.0,145.0,1786576665000.0,102.5999984741211,91.0,-0.006000000052154064,404.0
106.89254491589963,1.2970000505447388,-6.433938480913639,540.0800170898438,414.0,92.0,123.0,0.0,414.0,75.0,414.0,150.0,1786576675000.0,104.4000015258789,92.0,0.10100000351667404,414.0
106.89252555370331,1.3339999914169312,-6.434001764282584,547.4199829101562,419.0,92.19999694824219,126.0,0.5,419.0,77.0,419.0,155.0,1786576680000.0,105.19999694824219,92.19999694824219,0.0560000017285347,419.0
106.89249403774738,1.3530000448226929,-6.434070831164718,555.8099975585938,425.0,92.5999984741211,128.0,0.5,425.0,74.0,425.0,149.0,1786576686000.0,105.0,92.5999984741211,0.07599999755620956,425.0
106.89246797002852,1.3619999885559082,-6.434143586084247,564.260009765625,432.0,93.0,128.0,0.5,432.0,74.0,432.0,149.0,1786576693000.0,104.4000015258789,93.0,0.05400000140070915,432.0
106.8924343585968,1.3250000476837158,-6.434231763705611,574.5999755859375,441.0,94.19999694824219,128.0,0.5,441.0,72.0,441.0,145.0,1786576702000.0,104.0,94.19999694824219,0.11999999731779099,441.0
106.89239094033837,1.2970000505447388,-6.434317762032151,585.5800170898438,449.0,95.4000015258789,128.0,0.0,449.0,71.0,449.0,142.0,1786576710000.0,103.80000305175781,95.4000015258789,0.15600000321865082,449.0
106.89231961034238,1.2879999876022339,-6.434396216645837,597.2899780273438,458.0,97.0,127.0,0.5,458.0,72.0,458.0,145.0,1786576719000.0,105.5999984741211,97.0,0.1720000058412552,458.0
