directLatitude,directDoubleCadence,directFractionalCadence,sumElapsedDuration,directTimestamp,directRunCadence,sumDuration,sumMovingDuration,sumDistance,directLongitude,directUncorrectedElevation,directSpeed,directElevation,directCorrectedElevation,directHeartRate,directVerticalSpeed,elapsed_s
-6.438200259581208,163.0,0.5,702.0,1789513945000.0,81.0,702.0,693.0,1161.300048828125,106.88919550739229,111.19999694824219,1.8940000534057617,94.19999694824219,94.19999694824219,138.0,0.052000001072883606,702.0
-6.438219118863344,163.0,0.5,703.0,1789513946000.0,81.0,703.0,694.0,1163.52001953125,106.88918855041265,111.19999694824219,1.9500000476837158,94.4000015258789,94.4000015258789,139.0,0.0430000014603138,703.0
-6.438401425257325,161.0,0.5,712.0,1789513955000.0,80.0,712.0,703.0,1184.43994140625,106.88913750462234,111.5999984741211,2.2669999599456787,94.80000305175781,94.80000305175781,141.0,0.052000001072883606,712.0
-6.438420871272683,161.0,0.5,713.0,1789513956000.0,80.0,713.0,704.0,1186.72998046875,106.88913054764271,111.80000305175781,2.2769999504089355,94.80000305175781,94.80000305175781,142.0,0.04500000178813934,713.0
-6.438454231247306,161.0,0.5,715.0,1789513958000.0,80.0,715.0,706.0,1190.739990234375,106.88911629840732,111.80000305175781,2.2669999599456787,95.0,95.0,145.0,0.03400000184774399,715.0
-6.438544420525432,161.0,0.5,720.0,1789513963000.0,80.0,720.0,711.0,1201.25,106.8890861235559,113.0,2.2300000190734863,95.19999694824219,95.19999694824219,147.0,0.07199999690055847,720.0
-6.438686577603221,159.0,0.5,730.0,1789513973000.0,79.0,730.0,721.0,1217.8499755859375,106.88903868198395,114.19999694824219,2.0250000953674316,96.19999694824219,96.19999694824219,148.0,0.10100000351667404,730.0
-6.438868464902043,157.0,0.5,743.0,1789513986000.0,78.0,743.0,734.0,1239.02001953125,106.88897967338562,114.0,1.902999997138977,97.5999984741211,97.5999984741211,146.0,0.10400000214576721,743.0
-6.4388819597661495,157.0,0.5,744.0,1789513987000.0,78.0,744.0,735.0,1240.719970703125,106.88897254876792,114.19999694824219,1.8940000534057617,97.80000305175781,97.80000305175781,146.0,0.09000000357627869,744.0
-6.438966365531087,156.0,0.0,751.0,1789513994000.0,78.0,751.0,742.0,1250.97998046875,106.88893566839397,114.5999984741211,1.8009999990463257,98.80000305175781,98.80000305175781,144.0,0.13899999856948853,751.0
-6.43909159116447,161.0,0.5,760.0,1789514003000.0,80.0,760.0,751.0,1265.68994140625,106.888890825212,116.4000015258789,1.7640000581741333,100.4000015258789,100.4000015258789,144.0,0.19300000369548798,760.0
-6.439227545633912,160.0,0.0,769.0,1789514012000.0,80.0,769.0,760.0,1281.300048828125,106.88885218463838,117.4000015258789,1.7259999513626099,102.19999694824219,102.19999694824219,146.0,0.20200000703334808,769.0
-6.439396105706692,157.0,0.5,781.0,1789514024000.0,78.0,781.0,772.0,1301.06005859375,106.88879317604005,118.4000015258789,1.6699999570846558,103.4000015258789,103.4000015258789,148.0,0.0949999988079071,781.0
-6.43951085396111,159.0,0.5,789.0,1789514032000.0,79.0,789.0,780.0,1314.5699462890625,106.88875076361,118.4000015258789,1.6519999504089355,103.80000305175781,103.80000305175781,147.0,0.050999999046325684,789.0
-6.439613196998835,163.0,0.5,797.0,1789514040000.0,81.0,797.0,788.0,1326.27001953125,106.88872419297695,117.80000305175781,1.6330000162124634,104.4000015258789,104.4000015258789,149.0,0.06800000369548798,797.0
-6.439716126769781,157.0,0.5,806.0,1789514049000.0,78.0,806.0,797.0,1338.22998046875,106.8886886537075,116.0,1.5770000219345093,105.0,105.0,149.0,0.07800000160932541,806.0
-6.439772872254252,157.0,0.5,810.0,1789514053000.0,78.0,810.0,801.0,1344.800048828125,106.88867105171084,115.0,1.5299999713897705,105.4000015258789,105.4000015258789,146.0,0.08500000089406967,810.0
-6.43987244926393,160.0,0.0,817.0,1789514060000.0,80.0,817.0,808.0,1356.1199951171875,106.88864598982036,114.5999984741211,1.4739999771118164,105.80000305175781,105.80000305175781,144.0,0.06400000303983688,817.0
-6.4399793185293674,155.0,0.5,824.0,1789514067000.0,77.0,824.0,815.0,1369.1600341796875,106.88859670422971,114.5999984741211,1.4739999771118164,106.4000015258789,106.4000015258789,141.0,0.07999999821186066,824.0
-6.440003039315343,154.0,0.0,826.0,1789514069000.0,77.0,826.0,817.0,1372.2900390625,106.88858128152788,114.5999984741211,1.4839999675750732,106.4000015258789,106.4000015258789,141.0,-0.035999998450279236,826.0
-6.440085265785456,157.0,0.5,833.0,1789514076000.0,78.0,833.0,824.0,1381.969970703125,106.8885525316,115.5999984741211,1.4930000305175781,105.80000305175781,105.80000305175781,140.0,-0.07000000029802322,833.0
-6.440164390951395,154.0,0.0,839.0,1789514082000.0,77.0,839.0,830.0,1390.9200439453125,106.88853367231786,115.80000305175781,1.4839999675750732,105.4000015258789,105.4000015258789,137.0,-0.08399999886751175,839.0
-6.440175119787455,154.0,0.0,840.0,1789514083000.0,77.0,840.0,831.0,1392.2099609375,106.88852906227112,115.5999984741211,1.4739999771118164,105.4000015258789,105.4000015258789,136.0,-0.05400000140070915,840.0
-6.440270505845547,155.0,0.5,847.0,1789514090000.0,77.0,847.0,838.0,1403.0400390625,106.88850358128548,115.4000015258789,1.465000033378601,105.0,105.0,138.0,-0.05400000140070915,847.0
-6.4403686579316854,157.0,0.5,854.0,1789514097000.0,78.0,854.0,845.0,1414.3299560546875,106.88847407698631,115.19999694824219,1.437000036239624,104.19999694824219,104.19999694824219,141.0,-0.10100000351667404,854.0
-6.440400257706642,155.0,0.5,856.0,1789514099000.0,77.0,856.0,847.0,1417.8699951171875,106.88846728764474,114.80000305175781,1.437000036239624,104.0,104.0,141.0,-0.11400000005960464,856.0
-6.440535876899958,157.0,0.5,866.0,1789514109000.0,78.0,866.0,857.0,1433.969970703125,106.88841515220702,114.80000305175781,1.4559999704360962,102.5999984741211,102.5999984741211,139.0,-0.13500000536441803,866.0
-6.440644757822156,155.0,0.5,874.0,1789514117000.0,77.0,874.0,865.0,1446.949951171875,106.8883714824915,116.4000015258789,1.5019999742507935,101.80000305175781,101.80000305175781,137.0,-0.11299999803304672,874.0
-6.4406560733914375,154.0,0.0,875.0,1789514118000.0,77.0,875.0,866.0,1448.3299560546875,106.88836611807346,116.5999984741211,1.5019999742507935,101.5999984741211,101.5999984741211,137.0,-0.09700000286102295,875.0
-6.440813988447189,160.0,0.0,886.0,1789514129000.0,80.0,886.0,877.0,1466.5899658203125,106.88831825740635,117.19999694824219,1.5399999618530273,100.80000305175781,100.80000305175781,137.0,-0.07800000160932541,886.0
-6.440931586548686,154.0,0.0,894.0,1789514137000.0,77.0,894.0,885.0,1479.68994140625,106.8883088696748,117.4000015258789,1.5959999561309814,101.4000015258789,101.4000015258789,140.0,0.0820000022649765,894.0
-6.440946003422141,154.0,0.0,895.0,1789514138000.0,77.0,895.0,886.0,1481.27001953125,106.88831037841737,117.4000015258789,1.5959999561309814,101.5999984741211,101.5999984741211,141.0,0.13099999725818634,895.0
-6.441065110266209,157.0,0.5,903.0,1789514146000.0,78.0,903.0,894.0,1494.77001953125,106.88833384774625,118.4000015258789,1.6139999628067017,101.4000015258789,101.4000015258789,144.0,-0.029999999329447746,903.0
-6.441092602908611,157.0,0.5,905.0,1789514148000.0,78.0,905.0,896.0,1498.1099853515625,106.88834751024842,118.5999984741211,1.6139999628067017,101.4000015258789,101.4000015258789,143.0,0.0,905.0
-6.4411847200244665,157.0,0.5,913.0,1789514156000.0,78.0,913.0,904.0,1509.81005859375,106.88839939422905,120.19999694824219,1.6239999532699585,101.19999694824219,101.19999694824219,142.0,-0.01600000075995922,913.0
-6.4413034077733755,152.0,0.0,923.0,1789514166000.0,76.0,923.0,914.0,1524.97998046875,106.88846762292087,121.19999694824219,1.6139999628067017,100.5999984741211,100.5999984741211,143.0,-0.050999999046325684,923.0
-6.441421005874872,152.0,0.0,934.0,1789514177000.0,76.0,934.0,925.0,1541.5,106.88855856657028,122.19999694824219,1.6050000190734863,99.80000305175781,99.80000305175781,143.0,-0.07199999690055847,934.0
-6.441504405811429,152.0,0.0,942.0,1789514185000.0,76.0,942.0,933.0,1553.1600341796875,106.88862302340567,122.19999694824219,1.5859999656677246,99.19999694824219,99.19999694824219,141.0,-0.08399999886751175,942.0
-6.441605240106583,150.0,0.0,951.0,1789514194000.0,75.0,951.0,942.0,1566.239990234375,106.88868496567011,121.5999984741211,1.5579999685287476,98.4000015258789,98.4000015258789,140.0,-0.09600000083446503,951.0
-6.441719485446811,157.0,0.5,960.0,1789514203000.0,78.0,960.0,951.0,1581.260009765625,106.88875839114189,122.19999694824219,1.5490000247955322,98.80000305175781,98.80000305175781,140.0,0.05000000074505806,960.0
-6.441808249801397,155.0,0.5,967.0,1789514210000.0,77.0,967.0,958.0,1594.1700439453125,106.88883315771818,123.4000015258789,1.5770000219345093,100.19999694824219,100.19999694824219,141.0,0.19900000095367432,967.0
-6.441936157643795,154.0,0.0,978.0,1789514221000.0,77.0,978.0,969.0,1611.31005859375,106.88892024569213,126.0,1.6050000190734863,102.0,102.0,141.0,0.164000004529953,978.0
-6.442055432125926,152.0,0.0,988.0,1789514231000.0,76.0,988.0,979.0,1626.489990234375,106.8889862112701,126.4000015258789,1.5959999561309814,103.4000015258789,103.4000015258789,140.0,0.14100000262260437,988.0
-6.442134138196707,155.0,0.5,995.0,1789514238000.0,77.0,995.0,986.0,1637.1600341796875,106.88904237002134,127.0,1.5859999656677246,104.19999694824219,104.19999694824219,140.0,0.11599999666213989,995.0
-6.442241929471493,154.0,0.0,1005.0,1789514248000.0,77.0,1005.0,996.0,1652.300048828125,106.88912610523403,128.8000030517578,1.5859999656677246,105.0,105.0,138.0,0.08299999684095383,1005.0
-6.442357264459133,157.0,0.5,1015.0,1789514258000.0,78.0,1015.0,1006.0,1669.050048828125,106.88922266475856,128.60000610351562,1.5959999561309814,105.80000305175781,105.80000305175781,138.0,0.07500000298023224,1015.0
-6.442405041307211,156.0,0.0,1019.0,1789514262000.0,78.0,1019.0,1010.0,1675.530029296875,106.88925669528544,128.39999389648438,1.6050000190734863,106.0,106.0,141.0,0.03099999949336052,1019.0
-6.442452482879162,159.0,0.5,1023.0,1789514266000.0,79.0,1023.0,1014.0,1682.5799560546875,106.88929944299161,128.1999969482422,1.6139999628067017,106.0,106.0,144.0,0.01600000075995922,1023.0
-6.44251006655395,158.0,0.0,1028.0,1789514271000.0,79.0,1028.0,1019.0,1689.8900146484375,106.88933087512851,128.0,1.6239999532699585,106.0,106.0,147.0,0.0,1028.0
-6.4425167720764875,158.0,0.0,1029.0,1789514272000.0,79.0,1029.0,1020.0,1690.969970703125,106.88933808356524,127.80000305175781,1.6239999532699585,106.0,106.0,147.0,0.0,1029.0
-6.442591203376651,117.0,0.5,1036.0,1789514279000.0,58.0,1036.0,1027.0,1701.1800537109375,106.88939206302166,127.80000305175781,1.5119999647140503,106.0,106.0,144.0,0.0,1036.0
-6.442669071257114,113.0,0.5,1047.0,1789514290000.0,56.0,1047.0,1038.0,1714.5699462890625,106.88948376104236,127.5999984741211,1.371999979019165,106.4000015258789,106.4000015258789,145.0,0.03799999877810478,1047.0
-6.442694636061788,117.0,0.5,1051.0,1789514294000.0,58.0,1051.0,1042.0,1719.5999755859375,106.88952131196856,126.80000305175781,1.343999981880188,106.5999984741211,106.5999984741211,148.0,0.05700000002980232,1051.0
-6.442777197808027,113.0,0.5,1059.0,1789514302000.0,56.0,1059.0,1050.0,1733.2900390625,106.88961334526539,126.4000015258789,1.3530000448226929,107.19999694824219,107.19999694824219,146.0,0.07199999690055847,1059.0
-6.442888928577304,159.0,0.5,1067.0,1789514310000.0,79.0,1067.0,1058.0,1748.010009765625,106.88967872411013,126.5999984741211,1.6890000104904175,107.4000015258789,107.4000015258789,144.0,0.028999999165534973,1067.0
-6.442973669618368,152.0,0.0,1075.0,1789514318000.0,76.0,1075.0,1066.0,1759.9000244140625,106.88974100165069,127.0,1.6610000133514404,108.19999694824219,108.19999694824219,141.0,0.08299999684095383,1075.0
-6.442984566092491,152.0,0.0,1076.0,1789514319000.0,76.0,1076.0,1067.0,1761.3800048828125,106.88974888063967,127.0,1.6519999504089355,108.19999694824219,108.19999694824219,138.0,0.09600000083446503,1076.0
-6.443003676831722,154.0,0.0,1078.0,1789514321000.0,77.0,1078.0,1069.0,1763.5899658203125,106.88975114375353,127.19999694824219,1.6419999599456787,108.19999694824219,108.19999694824219,136.0,0.0430000014603138,1078.0
-6.443014657124877,152.0,0.0,1080.0,1789514323000.0,76.0,1080.0,1071.0,1766.239990234375,106.88972968608141,127.4000015258789,1.6139999628067017,108.19999694824219,108.19999694824219,136.0,-0.05700000002980232,1080.0
-6.4430298283696175,0.0,0.0,1086.0,1789514329000.0,0.0,1086.0,1077.0,1772.31005859375,106.88967688009143,127.5999984741211,1.5579999685287476,107.80000305175781,107.80000305175781,133.0,-0.05400000140070915,1086.0
-6.443029744550586,0.0,0.0,1087.0,1789514330000.0,0.0,1087.0,1078.0,1772.3800048828125,106.8896762933582,127.4000015258789,1.5210000276565552,107.80000305175781,107.80000305175781,132.0,-0.004999999888241291,1087.0
-6.443013986572623,0.0,0.0,1092.0,1789514335000.0,0.0,1092.0,1078.0,1779.219970703125,106.88961954787374,127.0,0.0,107.4000015258789,107.4000015258789,131.0,-0.09300000220537186,1092.0
-6.442967215552926,163.0,0.5,1096.0,1789514339000.0,81.0,1096.0,1082.0,1787.5699462890625,106.88956020399928,127.4000015258789,0.652999997138977,107.0,107.0,128.0,-0.09000000357627869,1096.0
-6.44291658885777,166.0,0.0,1100.0,1789514343000.0,83.0,1100.0,1086.0,1796.260009765625,106.88950010575354,127.5999984741211,1.8940000534057617,106.80000305175781,106.80000305175781,129.0,-0.05400000140070915,1100.0
-6.442793207243085,163.0,0.5,1110.0,1789514353000.0,81.0,1110.0,1096.0,1817.1400146484375,106.88935744576156,126.19999694824219,2.00600004196167,106.19999694824219,106.19999694824219,129.0,-0.050999999046325684,1110.0
-6.4427730068564415,163.0,0.5,1112.0,1789514355000.0,81.0,1112.0,1098.0,1820.760009765625,106.8893316294998,125.80000305175781,1.9869999885559082,106.19999694824219,106.19999694824219,129.0,-0.04600000008940697,1112.0
-6.442691283300519,164.0,0.0,1118.0,1789514361000.0,82.0,1118.0,1104.0,1833.969970703125,106.8892447091639,125.0,1.968999981880188,105.80000305175781,105.80000305175781,132.0,-0.052000001072883606,1118.0
-6.442631185054779,164.0,0.0,1122.0,1789514365000.0,82.0,1122.0,1108.0,1843.0899658203125,106.88918863423169,124.5999984741211,2.062000036239624,105.5999984741211,105.5999984741211,133.0,-0.05000000074505806,1122.0
-6.442529931664467,161.0,0.5,1130.0,1789514373000.0,80.0,1130.0,1116.0,1857.3399658203125,106.8891088385135,124.4000015258789,2.052999973297119,105.4000015258789,105.4000015258789,133.0,-0.035999998450279236,1130.0
-6.442407639697194,163.0,0.5,1139.0,1789514382000.0,81.0,1139.0,1125.0,1874.760009765625,106.8890100158751,123.80000305175781,1.968999981880188,104.80000305175781,104.80000305175781,133.0,-0.06499999761581421,1139.0
-6.442273445427418,159.0,0.5,1147.0,1789514390000.0,79.0,1147.0,1133.0,1893.6400146484375,106.8889045715332,123.0,1.9869999885559082,103.5999984741211,103.5999984741211,136.0,-0.14399999380111694,1147.0
-6.442197673022747,161.0,0.5,1151.0,1789514394000.0,80.0,1151.0,1137.0,1903.780029296875,106.88885285519063,122.5999984741211,2.0429999828338623,103.4000015258789,103.4000015258789,139.0,-0.05400000140070915,1151.0
-6.442146124318242,163.0,0.5,1154.0,1789514397000.0,81.0,1154.0,1140.0,1910.949951171875,106.88881346024573,122.4000015258789,2.0989999771118164,103.19999694824219,103.19999694824219,142.0,-0.10899999737739563,1154.0
-6.442076051607728,163.0,0.5,1158.0,1789514401000.0,81.0,1158.0,1144.0,1920.3499755859375,106.88876551575959,122.5999984741211,2.1549999713897705,101.80000305175781,101.80000305175781,145.0,-0.3319999873638153,1158.0
-6.442029280588031,163.0,0.5,1161.0,1789514404000.0,81.0,1161.0,1147.0,1926.0400390625,106.88874405808747,122.5999984741211,2.183000087738037,100.80000305175781,100.80000305175781,146.0,-0.3269999921321869,1161.0
-6.441937163472176,165.0,0.5,1167.0,1789514410000.0,82.0,1167.0,1153.0,1937.4599609375,106.88869829289615,121.80000305175781,2.1740000247955322,99.0,99.0,149.0,-0.3109999895095825,1167.0
-6.441877651959658,160.0,0.0,1171.0,1789514414000.0,80.0,1171.0,1157.0,1945.75,106.88865311443806,120.80000305175781,2.1459999084472656,98.4000015258789,98.4000015258789,150.0,-0.1509999930858612,1171.0
-6.441784780472517,158.0,0.0,1177.0,1789514420000.0,79.0,1177.0,1163.0,1958.3800048828125,106.88858681358397,119.80000305175781,2.1089999675750732,97.5999984741211,97.5999984741211,147.0,-0.13500000536441803,1177.0
-6.441708505153656,159.0,0.5,1183.0,1789514426000.0,79.0,1183.0,1169.0,1968.9100341796875,106.8885298166424,119.4000015258789,2.0810000896453857,97.4000015258789,97.4000015258789,144.0,-0.03500000014901161,1183.0
-6.4416771568357944,158.0,0.0,1185.0,1789514428000.0,79.0,1185.0,1171.0,1972.719970703125,106.88851514831185,119.4000015258789,2.071000099182129,97.19999694824219,97.19999694824219,143.0,-0.026000000536441803,1185.0
-6.441563330590725,155.0,0.5,1194.0,1789514437000.0,77.0,1194.0,1180.0,1987.93994140625,106.88843820244074,119.5999984741211,2.0250000953674316,98.0,98.0,143.0,0.07400000095367432,1194.0
-6.441490743309259,155.0,0.5,1200.0,1789514443000.0,77.0,1200.0,1186.0,1997.4000244140625,106.88839444890618,118.80000305175781,1.930999994277954,98.5999984741211,98.5999984741211,139.0,0.10400000214576721,1200.0
-6.441480852663517,155.0,0.5,1201.0,1789514444000.0,77.0,1201.0,1187.0,1998.5799560546875,106.88839059323072,118.5999984741211,1.902999997138977,98.5999984741211,98.5999984741211,138.0,0.09300000220537186,1201.0
-6.441436428576708,157.0,0.5,1205.0,1789514448000.0,78.0,1205.0,1191.0,2004.81005859375,106.88835631124675,118.4000015258789,1.7730000019073486,99.0,99.0,135.0,0.08900000154972076,1205.0
-6.441387813538313,155.0,0.5,1209.0,1789514452000.0,77.0,1209.0,1195.0,2011.469970703125,106.88832085579634,117.80000305175781,1.6979999542236328,99.4000015258789,99.4000015258789,135.0,0.0989999994635582,1209.0
-6.441271053627133,152.0,0.0,1218.0,1789514461000.0,76.0,1218.0,1204.0,2027.2099609375,106.88823980279267,117.4000015258789,1.5959999561309814,100.0,100.0,133.0,0.05700000002980232,1218.0
-6.441108277067542,159.0,0.5,1226.0,1789514469000.0,79.0,1226.0,1212.0,2047.1400146484375,106.8881637789309,117.4000015258789,2.118000030517578,100.0,100.0,133.0,0.004999999888241291,1226.0
-6.440973244607449,159.0,0.5,1232.0,1789514475000.0,79.0,1232.0,1218.0,2062.5,106.88813779503107,116.5999984741211,2.2109999656677246,98.80000305175781,98.80000305175781,136.0,-0.18400000035762787,1232.0
-6.44090392626822,165.0,0.5,1235.0,1789514478000.0,82.0,1235.0,1221.0,2070.159912109375,106.88813687302172,116.4000015258789,2.249000072479248,98.4000015258789,98.4000015258789,137.0,-0.17000000178813934,1235.0
-6.440786495804787,163.0,0.5,1240.0,1789514483000.0,81.0,1240.0,1226.0,2083.260009765625,106.88815020024776,115.19999694824219,2.3329999446868896,98.0,98.0,141.0,-0.0560000017285347,1240.0
-6.440716926008463,163.0,0.5,1243.0,1789514486000.0,81.0,1243.0,1229.0,2091.18994140625,106.88816729933023,114.5999984741211,2.369999885559082,98.4000015258789,98.4000015258789,144.0,0.11800000071525574,1243.0
-6.440693875774741,161.0,0.5,1244.0,1789514487000.0,80.0,1244.0,1230.0,2093.840087890625,106.88817341811955,114.4000015258789,2.3889999389648438,98.5999984741211,98.5999984741211,144.0,0.17100000381469727,1244.0
-6.440605111420155,163.0,0.5,1248.0,1789514491000.0,81.0,1248.0,1234.0,2104.080078125,106.88820007257164,114.0,2.4260001182556152,99.19999694824219,99.19999694824219,147.0,0.17599999904632568,1248.0
-6.440524980425835,163.0,0.5,1252.0,1789514495000.0,81.0,1252.0,1238.0,2113.199951171875,106.88821884803474,114.19999694824219,2.4539999961853027,100.0,100.0,149.0,0.15199999511241913,1252.0
-6.440430600196123,159.0,0.5,1258.0,1789514501000.0,79.0,1258.0,1244.0,2124.489990234375,106.88825673423707,114.80000305175781,2.3889999389648438,101.19999694824219,101.19999694824219,149.0,0.22200000286102295,1258.0
-6.440279809758067,157.0,0.5,1268.0,1789514511000.0,78.0,1268.0,1254.0,2142.10009765625,106.88830560073256,114.80000305175781,1.996999979019165,103.80000305175781,103.80000305175781,148.0,0.25200000405311584,1268.0
-6.440209820866585,157.0,0.5,1273.0,1789514516000.0,78.0,1273.0,1259.0,2150.679931640625,106.88833921216428,114.5999984741211,1.9129999876022339,104.5999984741211,104.5999984741211,145.0,0.17599999904632568,1273.0
-6.440171850845218,155.0,0.5,1276.0,1789514519000.0,77.0,1276.0,1262.0,2154.969970703125,106.88834742642939,114.0,1.8660000562667847,105.0,105.0,144.0,0.11100000143051147,1276.0
-6.4400361478328705,159.0,0.5,1285.0,1789514528000.0,79.0,1285.0,1271.0,2170.949951171875,106.88839780166745,113.0,1.7640000581741333,106.4000015258789,106.4000015258789,143.0,0.14900000393390656,1285.0
-6.439882926642895,161.0,0.5,1294.0,1789514537000.0,80.0,1294.0,1280.0,2188.330078125,106.88843208365142,112.5999984741211,1.819000005722046,106.19999694824219,106.19999694824219,141.0,-0.007000000216066837,1294.0
-6.439742362126708,157.0,0.5,1303.0,1789514546000.0,78.0,1303.0,1289.0,2204.610107421875,106.88847583718598,113.5999984741211,1.8380000591278076,105.19999694824219,105.19999694824219,142.0,-0.10899999737739563,1303.0
-6.439629457890987,159.0,0.5,1310.0,1789514553000.0,79.0,1310.0,1296.0,2217.639892578125,106.88850877806544,114.19999694824219,1.8289999961853027,104.4000015258789,104.4000015258789,142.0,-0.13300000131130219,1310.0
-6.439496269449592,159.0,0.5,1319.0,1789514562000.0,79.0,1319.0,1305.0,2233.75,106.88856820575893,113.5999984741211,1.809999942779541,102.4000015258789,102.4000015258789,141.0,-0.22499999403953552,1319.0
-6.439328128471971,159.0,0.5,1329.0,1789514572000.0,79.0,1329.0,1315.0,2253.8798828125,106.88863744027913,112.80000305175781,1.809999942779541,100.0,100.0,140.0,-0.2280000001192093,1329.0
-6.439257133752108,163.0,0.5,1333.0,1789514576000.0,81.0,1333.0,1319.0,2262.27001953125,106.88866409473121,112.4000015258789,1.8289999961853027,99.19999694824219,99.19999694824219,137.0,-0.22300000488758087,1333.0
-6.439139200374484,161.0,0.5,1340.0,1789514583000.0,80.0,1340.0,1326.0,2276.18994140625,106.88870776444674,110.5999984741211,1.8660000562667847,97.5999984741211,97.5999984741211,137.0,-0.23100000619888306,1340.0
-6.438958905637264,161.0,0.5,1349.0,1789514592000.0,80.0,1349.0,1335.0,2297.139892578125,106.88876618631184,108.4000015258789,1.9129999876022339,95.4000015258789,95.4000015258789,138.0,-0.23499999940395355,1349.0
-6.4388171676546335,161.0,0.5,1356.0,1789514599000.0,80.0,1356.0,1342.0,2313.679931640625,106.8888133764267,107.19999694824219,1.9780000448226929,94.19999694824219,94.19999694824219,141.0,-0.18700000643730164,1356.0
-6.438777688890696,159.0,0.5,1358.0,1789514601000.0,79.0,1358.0,1344.0,2318.429931640625,106.88883039169014,106.5999984741211,1.9869999885559082,94.0,94.0,142.0,-0.05999999865889549,1358.0
-6.438650451600552,165.0,0.5,1364.0,1789514607000.0,82.0,1364.0,1350.0,2333.409912109375,106.88887565396726,105.80000305175781,2.0429999828338623,94.19999694824219,94.19999694824219,145.0,0.024000000208616257,1364.0
-6.43862983211875,165.0,0.5,1365.0,1789514608000.0,82.0,1365.0,1351.0,2335.739990234375,106.88888043165207,105.80000305175781,2.052999973297119,94.19999694824219,94.19999694824219,145.0,0.03400000184774399,1365.0
-6.438494548201561,163.0,0.5,1372.0,1789514615000.0,81.0,1372.0,1358.0,2351.340087890625,106.8889204133302,106.0,2.13700008392334,94.0,94.0,147.0,-0.009999999776482582,1372.0
-6.438332609832287,161.0,0.5,1381.0,1789514624000.0,80.0,1381.0,1367.0,2370.06005859375,106.88896760344505,107.19999694824219,2.127000093460083,94.0,94.0,146.0,-0.017000000923871994,1381.0
-6.4382729306817055,158.0,0.0,1385.0,1789514628000.0,79.0,1385.0,1371.0,2377.070068359375,106.88898906111717,107.80000305175781,2.118000030517578,93.5999984741211,93.5999984741211,143.0,-0.10199999809265137,1385.0
-6.438187267631292,159.0,0.5,1391.0,1789514634000.0,79.0,1391.0,1377.0,2386.989990234375,106.88901521265507,107.4000015258789,2.0810000896453857,92.80000305175781,92.80000305175781,140.0,-0.12099999934434891,1391.0
-6.438153237104416,162.0,0.0,1397.0,1789514640000.0,81.0,1397.0,1383.0,2391.929931640625,106.88903314992785,106.4000015258789,1.7170000076293945,92.5999984741211,92.5999984741211,139.0,-0.028999999165534973,1397.0
-6.438129348680377,0.0,0.0,1401.0,1789514644000.0,0.0,1401.0,1387.0,2397.97998046875,106.8890829384327,106.0,1.5119999647140503,93.0,93.0,137.0,0.07000000029802322,1401.0
-6.4381026942282915,149.0,0.5,1403.0,1789514646000.0,74.0,1403.0,1389.0,2401.27001953125,106.88909165561199,105.80000305175781,1.5210000276565552,92.80000305175781,92.80000305175781,135.0,-0.09700000286102295,1403.0
-6.43794821575284,158.0,0.0,1412.0,1789514655000.0,79.0,1412.0,1398.0,2418.739990234375,106.8891278654337,107.80000305175781,1.8660000562667847,92.80000305175781,92.80000305175781,134.0,0.0020000000949949026,1412.0
-6.437933798879385,160.0,0.0,1413.0,1789514656000.0,80.0,1413.0,1399.0,2420.4599609375,106.88913364894688,107.80000305175781,1.8940000534057617,92.80000305175781,92.80000305175781,134.0,0.11400000005960464,1413.0
-6.437917118892074,160.0,0.0,1414.0,1789514657000.0,80.0,1414.0,1400.0,2422.2900390625,106.88913599587977,108.0,1.8940000534057617,93.0,93.0,134.0,0.08500000089406967,1414.0
-6.437868336215615,159.0,0.5,1417.0,1789514660000.0,79.0,1417.0,1403.0,2427.72998046875,106.88914052210748,108.0,1.9129999876022339,93.0,93.0,135.0,0.010999999940395355,1417.0
-6.437850398942828,161.0,0.5,1418.0,1789514661000.0,80.0,1418.0,1404.0,2430.1201171875,106.88912836834788,108.19999694824219,1.9220000505447388,92.5999984741211,92.5999984741211,136.0,-0.28299999237060547,1418.0
,158.0,0.0,1421.0,1789514664000.0,79.0,1421.0,1407.0,2434.090087890625,,,1.9500000476837158,108.19999694824219,,139.0,5.170000076293945,1421.0
,158.0,0.0,1429.0,1789514672000.0,79.0,1429.0,1415.0,2449.570068359375,,,1.9129999876022339,108.19999694824219,,139.0,0.0,1429.0
-6.437716707587242,160.0,0.0,1431.0,1789514674000.0,80.0,1431.0,1417.0,2453.39990234375,106.88914974220097,120.4000015258789,1.9129999876022339,93.0,93.0,139.0,-7.645999908447266,1431.0
-6.437624841928482,160.0,0.0,1433.0,1789514676000.0,80.0,1433.0,1419.0,2457.239990234375,106.88918226398528,115.19999694824219,1.9220000505447388,93.80000305175781,93.80000305175781,140.0,0.4580000042915344,1433.0
-6.437497604638338,160.0,0.0,1441.0,1789514684000.0,80.0,1441.0,1427.0,2478.300048828125,106.88927597366273,112.5999984741211,2.015000104904175,96.0,96.0,140.0,0.2669999897480011,1441.0
-6.4374765660613775,160.0,0.0,1442.0,1789514685000.0,80.0,1442.0,1428.0,2480.669921875,106.88928083516657,112.19999694824219,2.0250000953674316,96.0,96.0,140.0,0.06300000101327896,1442.0
