directTimestamp,directFractionalCadence,sumMovingDuration,directUncorrectedElevation,sumDuration,directRunCadence,directLongitude,directLatitude,directSpeed,directCorrectedElevation,directElevation,directHeartRate,sumElapsedDuration,sumDistance,directDoubleCadence,directVerticalSpeed,elapsed_s
1789379291000.0,0.5,292.0,111.5999984741211,300.0,78.0,106.89274775795639,-6.43198206089437,1.7730000019073486,88.80000305175781,88.80000305175781,138.0,300.0,554.4199829101562,157.0,-0.05900000035762787,300.0
1789379293000.0,0.5,294.0,111.4000015258789,302.0,78.0,106.89276569522917,-6.431944342330098,1.781999945640564,88.5999984741211,88.5999984741211,139.0,302.0,559.0399780273438,157.0,-0.061000000685453415,302.0
1789379294000.0,0.0,295.0,111.4000015258789,303.0,78.0,106.89277558587492,-6.431927494704723,1.7910000085830688,88.5999984741211,88.5999984741211,139.0,303.0,561.1799926757812,156.0,-0.0820000022649765,303.0
1789379302000.0,0.5,303.0,108.5999984741211,311.0,80.0,106.89282361418009,-6.4317866787314415,1.819000005722046,89.0,89.0,142.0,311.0,577.6699829101562,161.0,0.039000000804662704,311.0
1789379310000.0,0.5,311.0,107.4000015258789,319.0,80.0,106.892892094329,-6.431630188599229,1.9129999876022339,89.0,89.0,143.0,319.0,596.5700073242188,161.0,0.0010000000474974513,319.0
1789379315000.0,0.0,316.0,107.19999694824219,324.0,82.0,106.89294506795704,-6.431531282141805,2.0810000896453857,88.4000015258789,88.4000015258789,146.0,324.0,609.0,164.0,-0.10899999737739563,324.0
1789379318000.0,0.5,319.0,107.5999984741211,327.0,80.0,106.8929597362876,-6.431477721780539,2.118000030517578,88.19999694824219,88.19999694824219,147.0,327.0,615.1599731445312,161.0,-0.0820000022649765,327.0
1789379322000.0,0.5,323.0,108.19999694824219,331.0,79.0,106.8929821997881,-6.431396082043648,2.1549999713897705,87.80000305175781,87.80000305175781,150.0,331.0,624.5,159.0,-0.09399999678134918,331.0
1789379326000.0,0.5,327.0,108.4000015258789,335.0,77.0,106.89301212318242,-6.431315280497074,2.1740000247955322,87.19999694824219,87.19999694824219,153.0,335.0,634.0800170898438,155.0,-0.14900000393390656,335.0
1789379327000.0,0.0,328.0,108.5999984741211,336.0,78.0,106.89301455393434,-6.431301534175873,2.2019999027252197,87.0,87.0,153.0,336.0,635.5900268554688,156.0,-0.1080000028014183,336.0
1789379335000.0,0.0,336.0,109.5999984741211,344.0,79.0,106.89306744374335,-6.43116750754416,2.13700008392334,86.0,86.0,155.0,344.0,651.3699951171875,158.0,-0.13500000536441803,344.0
1789379341000.0,0.5,342.0,107.5999984741211,350.0,77.0,106.89308990724385,-6.431071199476719,2.0250000953674316,85.4000015258789,85.4000015258789,155.0,350.0,662.4400024414062,155.0,-0.08500000089406967,350.0
1789379345000.0,0.5,346.0,107.19999694824219,354.0,77.0,106.89310164190829,-6.431018728762865,1.968999981880188,85.19999694824219,85.19999694824219,152.0,354.0,668.3800048828125,155.0,-0.06800000369548798,354.0
1789379348000.0,0.0,349.0,107.0,357.0,77.0,106.89312385395169,-6.430979166179895,1.940999984741211,84.80000305175781,84.80000305175781,149.0,357.0,673.4000244140625,154.0,-0.10100000351667404,357.0
1789379353000.0,0.0,354.0,106.80000305175781,362.0,77.0,106.89315243624151,-6.43091001547873,1.9129999876022339,84.4000015258789,84.4000015258789,149.0,362.0,681.7000122070312,154.0,-0.09099999815225601,362.0
1789379363000.0,0.5,364.0,104.80000305175781,372.0,78.0,106.89322602935135,-6.430784035474062,1.8660000562667847,84.0,84.0,149.0,372.0,697.7899780273438,157.0,-0.0430000014603138,372.0
1789379372000.0,0.0,373.0,102.19999694824219,381.0,76.0,106.89326651394367,-6.4306593127548695,1.847000002861023,84.0,84.0,149.0,381.0,712.3400268554688,152.0,0.0,381.0
1789379380000.0,0.0,381.0,100.19999694824219,389.0,77.0,106.89329400658607,-6.430541630834341,1.809999942779541,84.0,84.0,148.0,389.0,725.6799926757812,154.0,0.0,389.0
1789379388000.0,0.0,389.0,99.4000015258789,397.0,75.0,106.89332728274167,-6.43040525726974,1.781999945640564,83.5999984741211,83.5999984741211,146.0,397.0,741.5700073242188,150.0,-0.05900000035762787,397.0
1789379389000.0,0.0,390.0,99.4000015258789,398.0,75.0,106.8933342397213,-6.43039109185338,1.781999945640564,83.4000015258789,83.4000015258789,146.0,398.0,743.3200073242188,150.0,-0.050999999046325684,398.0
1789379395000.0,0.0,396.0,99.4000015258789,404.0,77.0,106.89336500130594,-6.43030802719295,1.781999945640564,83.19999694824219,83.19999694824219,144.0,404.0,753.0599975585938,154.0,-0.032999999821186066,404.0
