directDoubleCadence,directElevation,directLongitude,sumMovingDuration,sumElapsedDuration,sumDistance,directHeartRate,sumDuration,directTimestamp,directLatitude,directCorrectedElevation,directRunCadence,directFractionalCadence,directSpeed,directUncorrectedElevation,directVerticalSpeed,elapsed_s
164.0,14.399999618530273,106.81490728631616,689.0,689.0,1411.8800048828125,159.0,689.0,1788050343000.0,-6.217169389128685,14.399999618530273,82.0,0.0,2.052999973297119,27.0,0.10400000214576721,689.0
164.0,15.0,106.81495011784136,692.0,692.0,1418.1600341796875,161.0,692.0,1788050346000.0,-6.217132341116667,15.0,82.0,0.0,2.0339999198913574,26.799999237060547,0.21799999475479126,692.0
160.0,19.799999237060547,106.81510317139328,701.0,701.0,1439.780029296875,161.0,701.0,1788050355000.0,-6.217010049149394,19.799999237060547,80.0,0.0,1.9869999885559082,33.20000076293945,0.531000018119812,701.0
160.0,19.799999237060547,106.81512161158025,702.0,702.0,1442.260009765625,162.0,702.0,1788050356000.0,-6.216997476294637,19.799999237060547,80.0,0.0,1.9869999885559082,34.400001525878906,0.05700000002980232,702.0
162.0,20.200000762939453,106.81528531014919,711.0,711.0,1464.030029296875,162.0,711.0,1788050365000.0,-6.216888008639216,20.200000762939453,81.0,0.0,2.0429999828338623,41.599998474121094,0.04500000178813934,711.0
164.0,20.600000381469727,106.81530827656388,714.0,714.0,1469.27001953125,161.0,714.0,1788050368000.0,-6.216842075809836,20.600000381469727,82.0,0.0,2.0250000953674316,43.79999923706055,0.09700000286102295,714.0
166.0,20.399999618530273,106.81531221605837,716.0,716.0,1471.72998046875,162.0,716.0,1788050370000.0,-6.216819528490305,20.399999618530273,83.0,0.0,1.9869999885559082,46.0,-0.09700000286102295,716.0
162.0,17.200000762939453,106.8153971247375,721.0,721.0,1483.2099609375,163.0,721.0,1788050375000.0,-6.216760016977787,17.200000762939453,81.0,0.0,1.8849999904632568,50.400001525878906,-0.6460000276565552,721.0
158.0,13.199999809265137,106.81547675281763,724.0,724.0,1492.5699462890625,160.0,724.0,1788050378000.0,-6.216722130775452,13.199999809265137,79.0,0.0,1.8569999933242798,50.0,-1.2869999408721924,724.0
158.0,7.199999809265137,106.81560030207038,730.0,730.0,1508.7900390625,159.0,730.0,1788050384000.0,-6.2166426703333855,7.199999809265137,79.0,0.0,1.819000005722046,50.599998474121094,-1.0180000066757202,730.0
157.0,5.400000095367432,106.81568495929241,739.0,739.0,1520.8900146484375,158.0,739.0,1788050393000.0,-6.216574106365442,5.400000095367432,78.0,0.5,1.7259999513626099,56.400001525878906,-0.20100000500679016,739.0
159.0,7.599999904632568,106.81578495539725,748.0,748.0,1535.530029296875,161.0,748.0,1788050402000.0,-6.2164845038205385,7.599999904632568,79.0,0.5,1.6979999542236328,59.0,0.25099998712539673,748.0
159.0,8.199999809265137,106.81579903699458,750.0,750.0,1538.219970703125,162.0,750.0,1788050404000.0,-6.2164638843387365,8.199999809265137,79.0,0.5,1.6890000104904175,60.0,0.25999999046325684,750.0
159.0,8.800000190734863,106.8158358335495,753.0,753.0,1543.300048828125,157.0,753.0,1788050407000.0,-6.216436391696334,8.800000190734863,79.0,0.5,1.6699999570846558,60.79999923706055,0.23100000619888306,753.0
159.0,9.0,106.81584723293781,754.0,754.0,1544.8800048828125,157.0,754.0,1788050408000.0,-6.21642742305994,9.0,79.0,0.5,1.6699999570846558,61.0,0.22599999606609344,754.0
159.0,9.199999809265137,106.81585896760225,755.0,755.0,1546.510009765625,161.0,755.0,1788050409000.0,-6.2164185382425785,9.199999809265137,79.0,0.5,1.6610000133514404,61.0,0.2240000069141388,755.0
157.0,10.0,106.81590448133647,758.0,758.0,1552.31005859375,161.0,758.0,1788050412000.0,-6.216391464695334,10.0,78.0,0.5,1.6519999504089355,61.400001525878906,0.22699999809265137,758.0
160.0,11.800000190734863,106.8159999512136,766.0,766.0,1565.550048828125,160.0,766.0,1788050420000.0,-6.216318290680647,11.800000190734863,80.0,0.0,1.6519999504089355,62.0,0.23000000417232513,766.0
153.0,13.0,106.81607228703797,773.0,773.0,1576.4000244140625,159.0,773.0,1788050427000.0,-6.21624955907464,13.0,76.0,0.5,1.6419999599456787,60.20000076293945,0.1850000023841858,773.0
155.0,13.600000381469727,106.81610916741192,776.0,776.0,1581.31005859375,159.0,776.0,1788050430000.0,-6.216221731156111,13.600000381469727,77.0,0.5,1.6239999532699585,59.599998474121094,0.16699999570846558,776.0
153.0,15.199999809265137,106.81618200615048,784.0,784.0,1593.4000244140625,160.0,784.0,1788050438000.0,-6.216127183288336,15.199999809265137,76.0,0.5,1.5959999561309814,58.0,0.21299999952316284,784.0
152.0,15.199999809265137,106.81618594564497,785.0,785.0,1593.47998046875,160.0,785.0,1788050439000.0,-6.2161307875067,15.199999809265137,76.0,0.0,1.5959999561309814,57.400001525878906,-0.06499999761581421,785.0
152.0,15.800000190734863,106.81623171083629,790.0,790.0,1599.4000244140625,157.0,790.0,1788050444000.0,-6.21610346250236,15.800000190734863,76.0,0.0,1.4459999799728394,55.599998474121094,0.09799999743700027,790.0
153.0,15.800000190734863,106.81625660508871,792.0,792.0,1602.27001953125,154.0,792.0,1788050446000.0,-6.216095583513379,15.800000190734863,76.0,0.5,1.465000033378601,55.20000076293945,0.07100000232458115,792.0
155.0,16.200000762939453,106.81627521291375,794.0,794.0,1604.969970703125,153.0,794.0,1788050448000.0,-6.216079406440258,16.200000762939453,77.0,0.5,1.4739999771118164,54.599998474121094,0.1459999978542328,794.0
154.0,16.600000381469727,106.81630723178387,797.0,797.0,1609.75,149.0,797.0,1788050451000.0,-6.216049650683999,16.600000381469727,77.0,0.0,1.5019999742507935,54.20000076293945,0.17800000309944153,797.0
154.0,16.799999237060547,106.8163781426847,803.0,803.0,1618.02001953125,151.0,803.0,1788050457000.0,-6.216019643470645,16.799999237060547,77.0,0.0,1.5210000276565552,53.400001525878906,0.028999999165534973,803.0
154.0,16.0,106.81648031808436,812.0,812.0,1632.010009765625,151.0,812.0,1788050466000.0,-6.215945044532418,16.0,77.0,0.0,1.5399999618530273,48.79999923706055,-0.09099999815225601,812.0
160.0,14.800000190734863,106.8166213016957,823.0,823.0,1649.47998046875,150.0,823.0,1788050477000.0,-6.21587036177516,14.800000190734863,80.0,0.0,1.6139999628067017,43.0,-0.11900000274181366,823.0
160.0,13.800000190734863,106.81669346988201,829.0,829.0,1659.4300537109375,153.0,829.0,1788050483000.0,-6.215816969051957,13.800000190734863,80.0,0.0,1.6330000162124634,38.79999923706055,-0.14300000667572021,829.0
159.0,13.199999809265137,106.81673278100789,833.0,833.0,1664.81005859375,154.0,833.0,1788050487000.0,-6.215787967666984,13.199999809265137,79.0,0.5,1.6519999504089355,36.20000076293945,-0.1509999930858612,833.0
156.0,13.399999618530273,106.81684476323426,844.0,844.0,1680.260009765625,153.0,844.0,1788050498000.0,-6.215708674862981,13.399999618530273,78.0,0.0,1.6519999504089355,34.599998474121094,0.020999999716877937,844.0
111.0,13.600000381469727,106.81688977405429,852.0,852.0,1685.72998046875,151.0,852.0,1788050506000.0,-6.2156972754746675,13.600000381469727,55.0,0.5,1.5299999713897705,33.79999923706055,0.004999999888241291,852.0
0.0,14.199999809265137,106.81696730665863,860.0,860.0,1696.3699951171875,150.0,860.0,1788050514000.0,-6.215641116723418,14.199999809265137,0.0,0.0,1.2690000534057617,32.599998474121094,0.09099999815225601,860.0
109.0,15.199999809265137,106.81705665774643,869.0,869.0,1708.1500244140625,149.0,869.0,1788050523000.0,-6.215582359582186,15.199999809265137,54.0,0.5,1.399999976158142,32.20000076293945,0.10100000351667404,869.0
115.0,16.399999618530273,106.81714450009167,878.0,878.0,1719.280029296875,147.0,878.0,1788050532000.0,-6.215532151982188,16.399999618530273,57.0,0.5,1.2319999933242798,34.0,0.13600000739097595,878.0
0.0,18.0,106.81722245179117,887.0,887.0,1730.8800048828125,148.0,887.0,1788050541000.0,-6.215462163090706,18.0,0.0,0.0,1.2599999904632568,33.400001525878906,0.17100000381469727,887.0
0.0,19.0,106.81726796552539,892.0,892.0,1738.0999755859375,151.0,892.0,1788050546000.0,-6.215415224432945,19.0,0.0,0.0,1.2599999904632568,32.0,0.20200000703334808,892.0
107.0,19.600000381469727,106.81729545816779,895.0,895.0,1742.77001953125,152.0,895.0,1788050549000.0,-6.215382954105735,19.600000381469727,53.0,0.5,1.2599999904632568,32.20000076293945,0.22699999809265137,895.0
0.0,19.600000381469727,106.81736301630735,902.0,902.0,1752.6700439453125,150.0,902.0,1788050556000.0,-6.215324699878693,19.600000381469727,0.0,0.0,1.2690000534057617,33.20000076293945,-0.004999999888241291,902.0
159.0,19.0,106.81744934991002,909.0,909.0,1764.800048828125,148.0,909.0,1788050563000.0,-6.215256806463003,19.0,79.0,0.5,1.3530000448226929,32.20000076293945,-0.09200000017881393,909.0
157.0,16.600000381469727,106.81758505292237,921.0,921.0,1783.719970703125,149.0,921.0,1788050575000.0,-6.215152116492391,16.600000381469727,78.0,0.5,1.6890000104904175,32.20000076293945,-0.19900000095367432,921.0
155.0,16.200000762939453,106.81763048283756,925.0,925.0,1789.9100341796875,146.0,925.0,1788050579000.0,-6.215119510889053,16.200000762939453,77.0,0.5,1.6890000104904175,32.20000076293945,-0.10499999672174454,925.0
154.0,16.0,106.81764146313071,926.0,926.0,1791.3900146484375,149.0,926.0,1788050580000.0,-6.215111715719104,16.0,77.0,0.0,1.6799999475479126,32.20000076293945,-0.08399999886751175,926.0
150.0,15.800000190734863,106.81767675094306,929.0,929.0,1795.8800048828125,146.0,929.0,1788050583000.0,-6.215091599151492,15.800000190734863,75.0,0.0,1.6699999570846558,32.599998474121094,-0.07199999690055847,929.0
152.0,15.399999618530273,106.81772385723889,933.0,933.0,1802.2900390625,146.0,933.0,1788050587000.0,-6.215057736262679,15.399999618530273,76.0,0.0,1.6419999599456787,33.0,-0.09099999815225601,933.0
149.0,15.199999809265137,106.81776333600283,937.0,937.0,1807.8399658203125,149.0,937.0,1788050591000.0,-6.215026471763849,15.199999809265137,74.0,0.5,1.6239999532699585,33.0,-0.08399999886751175,937.0
149.0,14.800000190734863,106.81779493577778,940.0,940.0,1812.3800048828125,152.0,940.0,1788050594000.0,-6.215000236406922,14.800000190734863,74.0,0.5,1.6050000190734863,32.79999923706055,-0.09399999678134918,940.0
149.0,14.399999618530273,106.81783474981785,944.0,944.0,1818.2900390625,154.0,944.0,1788050598000.0,-6.2149648647755384,14.399999618530273,74.0,0.5,1.5959999561309814,32.599998474121094,-0.0949999988079071,944.0
152.0,16.600000381469727,106.81797757744789,956.0,956.0,1837.8800048828125,153.0,956.0,1788050610000.0,-6.2148611806333065,16.600000381469727,76.0,0.0,1.5770000219345093,32.599998474121094,0.1720000058412552,956.0
163.0,18.600000381469727,106.81810582056642,965.0,965.0,1856.699951171875,152.0,965.0,1788050619000.0,-6.214749198406935,18.600000381469727,81.0,0.5,1.6330000162124634,34.599998474121094,0.23800000548362732,965.0
159.0,20.200000762939453,106.81819366291165,972.0,972.0,1869.449951171875,156.0,972.0,1788050626000.0,-6.214675270020962,20.200000762939453,79.0,0.5,1.6979999542236328,35.400001525878906,0.2160000056028366,972.0
159.0,20.399999618530273,106.81822031736374,975.0,975.0,1874.06005859375,155.0,975.0,1788050629000.0,-6.21464291587472,20.399999618530273,79.0,0.5,1.7079999446868896,35.400001525878906,0.09300000220537186,975.0
159.0,20.0,106.81822299957275,976.0,976.0,1875.1400146484375,154.0,976.0,1788050630000.0,-6.214633360505104,20.0,79.0,0.5,1.7079999446868896,35.599998474121094,-0.5320000052452087,976.0
161.0,18.0,106.81823657825589,980.0,980.0,1879.5400390625,153.0,980.0,1788050634000.0,-6.214596815407276,18.0,80.0,0.5,1.6979999542236328,36.0,-0.4819999933242798,980.0
161.0,18.399999618530273,106.81825116276741,981.0,981.0,1880.93994140625,153.0,981.0,1788050635000.0,-6.214594803750515,18.399999618530273,80.0,0.5,1.6979999542236328,36.20000076293945,0.34200000762939453,981.0
159.0,37.20000076293945,,986.0,986.0,1886.760009765625,154.0,986.0,1788050640000.0,,,79.0,0.5,1.1640000343322754,,3.7690000534057617,986.0
161.0,17.0,106.81841745972633,991.0,991.0,1907.1600341796875,155.0,991.0,1788050645000.0,-6.214491119608283,17.0,80.0,0.5,1.6979999542236328,34.79999923706055,-4.034999847412109,991.0
157.0,12.399999618530273,106.81852424517274,1001.0,1001.0,1926.22998046875,155.0,1001.0,1788050655000.0,-6.214355751872063,12.399999618530273,78.0,0.5,1.5579999685287476,35.400001525878906,-0.4569999873638153,1001.0
161.0,12.199999809265137,106.81860303506255,1010.0,1010.0,1942.02001953125,154.0,1010.0,1788050664000.0,-6.214236728847027,12.199999809265137,80.0,0.5,1.5770000219345093,35.0,-0.017999999225139618,1010.0
156.0,12.199999809265137,106.81866967119277,1018.0,1018.0,1955.050048828125,155.0,1018.0,1788050672000.0,-6.214139498770237,12.199999809265137,78.0,0.0,1.6239999532699585,38.20000076293945,-0.006000000052154064,1018.0
160.0,13.0,106.81877226568758,1026.0,1026.0,1968.75,157.0,1026.0,1788050680000.0,-6.214066660031676,13.0,80.0,0.0,1.6419999599456787,39.400001525878906,0.08699999749660492,1026.0
159.0,14.800000190734863,106.81887025013566,1036.0,1036.0,1985.0699462890625,158.0,1036.0,1788050690000.0,-6.2139583658427,14.800000190734863,79.0,0.5,1.6330000162124634,39.20000076293945,0.18400000035762787,1036.0
157.0,16.200000762939453,106.81894359178841,1044.0,1044.0,1997.52001953125,156.0,1044.0,1788050698000.0,-6.21387287043035,16.200000762939453,78.0,0.5,1.6419999599456787,38.400001525878906,0.17599999904632568,1044.0
158.0,16.600000381469727,106.81896303780377,1046.0,1046.0,2001.0799560546875,154.0,1046.0,1788050700000.0,-6.213847389444709,16.600000381469727,79.0,0.0,1.6419999599456787,37.400001525878906,0.19699999690055847,1046.0
158.0,18.399999618530273,106.8190286681056,1053.0,1053.0,2012.030029296875,152.0,1053.0,1788050707000.0,-6.213773041963577,18.399999618530273,79.0,0.0,1.6330000162124634,35.400001525878906,0.2639999985694885,1053.0
157.0,23.399999618530273,106.8191425781697,1065.0,1065.0,2032.5699462890625,154.0,1065.0,1788050719000.0,-6.2136295437812805,23.399999618530273,78.0,0.5,1.6139999628067017,34.400001525878906,0.42100000381469727,1065.0
157.0,27.799999237060547,106.81924852542579,1076.0,1076.0,2053.75,153.0,1076.0,1788050730000.0,-6.213473975658417,27.799999237060547,78.0,0.5,1.6330000162124634,36.20000076293945,0.3959999978542328,1076.0
155.0,28.799999237060547,106.81931809522212,1084.0,1084.0,2066.969970703125,152.0,1084.0,1788050738000.0,-6.213375739753246,28.799999237060547,77.0,0.5,1.6519999504089355,37.0,0.11999999731779099,1084.0
157.0,29.799999237060547,106.81937358342111,1092.0,1092.0,2079.699951171875,152.0,1092.0,1788050746000.0,-6.213274486362934,29.799999237060547,78.0,0.5,1.6419999599456787,37.599998474121094,0.13199999928474426,1092.0
158.0,30.0,106.81938732974231,1094.0,1094.0,2083.0400390625,152.0,1094.0,1788050748000.0,-6.213247245177627,30.0,79.0,0.0,1.6419999599456787,38.400001525878906,0.08799999952316284,1094.0
154.0,29.200000762939453,106.81945966556668,1102.0,1102.0,2095.340087890625,152.0,1102.0,1788050756000.0,-6.213165018707514,29.200000762939453,77.0,0.0,1.6330000162124634,41.79999923706055,-0.10199999809265137,1102.0
160.0,28.600000381469727,106.81951406411827,1110.0,1110.0,2105.68994140625,152.0,1110.0,1788050764000.0,-6.2130888272076845,28.600000381469727,80.0,0.0,1.6139999628067017,42.79999923706055,-0.08299999684095383,1110.0
156.0,27.600000381469727,106.81956888176501,1120.0,1120.0,2118.590087890625,150.0,1120.0,1788050774000.0,-6.212982460856438,27.600000381469727,78.0,0.0,1.5119999647140503,41.400001525878906,-0.10300000011920929,1120.0
153.0,26.799999237060547,106.81959939189255,1123.0,1123.0,2123.1201171875,152.0,1123.0,1788050777000.0,-6.212954968214035,26.799999237060547,76.0,0.5,1.5019999742507935,40.599998474121094,-0.20399999618530273,1123.0
154.0,26.0,106.81963417679071,1127.0,1127.0,2129.860107421875,153.0,1127.0,1788050781000.0,-6.212904844433069,26.0,77.0,0.0,1.5119999647140503,39.79999923706055,-0.2150000035762787,1127.0
149.0,23.399999618530273,106.81972880847752,1138.0,1138.0,2148.840087890625,154.0,1138.0,1788050792000.0,-6.212764028459787,23.399999618530273,74.0,0.5,1.5119999647140503,39.0,-0.23199999332427979,1138.0
149.0,21.600000381469727,106.81979125365615,1148.0,1148.0,2163.610107421875,153.0,1148.0,1788050802000.0,-6.212646095082164,21.600000381469727,74.0,0.5,1.5119999647140503,42.0,-0.19699999690055847,1148.0
149.0,20.399999618530273,106.81984447874129,1156.0,1156.0,2174.070068359375,150.0,1156.0,1788050810000.0,-6.212566634640098,20.399999618530273,74.0,0.5,1.4839999675750732,41.599998474121094,-0.13099999725818634,1156.0
149.0,20.399999618530273,106.81985369883478,1157.0,1157.0,2175.320068359375,150.0,1157.0,1788050811000.0,-6.212560012936592,20.399999618530273,74.0,0.5,1.4839999675750732,41.400001525878906,-0.10499999672174454,1157.0
149.0,20.200000762939453,106.81986224837601,1158.0,1158.0,2177.06005859375,149.0,1158.0,1788050812000.0,-6.212546769529581,20.200000762939453,74.0,0.5,1.4739999771118164,41.20000076293945,-0.17399999499320984,1158.0
154.0,19.600000381469727,106.81989560835063,1162.0,1162.0,2182.2900390625,151.0,1162.0,1788050816000.0,-6.212509721517563,19.600000381469727,77.0,0.0,1.4739999771118164,40.20000076293945,-0.12999999523162842,1162.0
154.0,19.399999618530273,106.8199092708528,1164.0,1164.0,2184.419921875,151.0,1164.0,1788050818000.0,-6.212495053187013,19.399999618530273,77.0,0.0,1.4739999771118164,39.599998474121094,-0.10400000214576721,1164.0
154.0,19.399999618530273,106.81992393918335,1165.0,1165.0,2186.050048828125,151.0,1165.0,1788050819000.0,-6.21249346062541,19.399999618530273,77.0,0.0,1.4739999771118164,39.400001525878906,-0.07000000029802322,1165.0
154.0,19.200000762939453,106.81994397193193,1167.0,1167.0,2188.389892578125,151.0,1167.0,1788050821000.0,-6.212487090379,19.200000762939453,77.0,0.0,1.465000033378601,38.79999923706055,-0.07000000029802322,1167.0
152.0,19.0,106.81996408849955,1169.0,1169.0,2190.989990234375,151.0,1169.0,1788050823000.0,-6.212472673505545,19.0,76.0,0.0,1.465000033378601,38.0,-0.11400000005960464,1169.0
150.0,18.799999237060547,106.81997951120138,1171.0,1171.0,2194.030029296875,150.0,1171.0,1788050825000.0,-6.212449874728918,18.799999237060547,75.0,0.0,1.4559999704360962,37.400001525878906,-0.1509999930858612,1171.0
146.0,16.799999237060547,106.82003860361874,1180.0,1180.0,2209.159912109375,149.0,1180.0,1788050834000.0,-6.21232439763844,16.799999237060547,73.0,0.0,1.4559999704360962,37.20000076293945,-0.21199999749660492,1180.0
146.0,16.600000381469727,106.82004421949387,1181.0,1181.0,2210.89990234375,149.0,1181.0,1788050835000.0,-6.212308723479509,16.600000381469727,73.0,0.0,1.4559999704360962,37.400001525878906,-0.2460000067949295,1181.0
154.0,14.600000381469727,106.8201148789376,1191.0,1191.0,2228.469970703125,147.0,1191.0,1788050845000.0,-6.212166398763657,14.600000381469727,77.0,0.0,1.5019999742507935,39.79999923706055,-0.19300000369548798,1191.0
0.0,14.399999618530273,106.82017212733626,1201.0,1201.0,2243.679931640625,146.0,1201.0,1788050855000.0,-6.212041089311242,14.399999618530273,0.0,0.0,1.5579999685287476,40.0,-0.01600000075995922,1201.0
0.0,14.399999618530273,106.8202063255012,1208.0,1208.0,2253.89990234375,144.0,1208.0,1788050862000.0,-6.211955090984702,14.399999618530273,0.0,0.0,1.5399999618530273,39.79999923706055,-0.017999999225139618,1208.0
120.0,15.0,106.8202879652381,1217.0,1217.0,2267.830078125,144.0,1217.0,1788050871000.0,-6.21185626834631,15.0,60.0,0.0,1.5210000276565552,42.0,0.08100000023841858,1217.0
118.0,17.0,106.82033867575228,1222.0,1222.0,2276.1201171875,145.0,1222.0,1788050876000.0,-6.211805809289217,17.0,59.0,0.0,1.5019999742507935,45.20000076293945,0.4000000059604645,1222.0
118.0,17.399999618530273,106.82034186087549,1223.0,1223.0,2277.5400390625,145.0,1223.0,1788050877000.0,-6.211791643872857,17.399999618530273,59.0,0.0,1.5019999742507935,45.400001525878906,0.40299999713897705,1223.0
118.0,21.0,106.82039391249418,1233.0,1233.0,2292.590087890625,144.0,1233.0,1788050887000.0,-6.211663233116269,21.0,59.0,0.0,1.5019999742507935,41.79999923706055,0.35899999737739563,1233.0
157.0,26.399999618530273,106.82044428773224,1244.0,1244.0,2309.830078125,143.0,1244.0,1788050898000.0,-6.211513197049499,26.399999618530273,78.0,0.5,1.5019999742507935,38.79999923706055,0.4880000054836273,1244.0
161.0,30.600000381469727,106.82049877010286,1251.0,1251.0,2322.85009765625,142.0,1251.0,1788050905000.0,-6.211408842355013,30.600000381469727,80.0,0.5,1.8289999961853027,38.400001525878906,0.6029999852180481,1251.0
161.0,34.0,106.82052668184042,1257.0,1257.0,2333.070068359375,145.0,1257.0,1788050911000.0,-6.211319658905268,34.0,80.0,0.5,1.875,39.400001525878906,0.5479999780654907,1257.0
157.0,33.400001525878906,106.82054076343775,1260.0,1260.0,2338.419921875,146.0,1260.0,1788050914000.0,-6.211273642256856,33.400001525878906,78.0,0.5,1.8660000562667847,39.400001525878906,-0.1509999930858612,1260.0
161.0,30.399999618530273,106.82060555554926,1269.0,1269.0,2355.550048828125,148.0,1269.0,1788050923000.0,-6.211133496835828,30.399999618530273,80.0,0.5,1.875,40.20000076293945,-0.3449999988079071,1269.0
159.0,27.600000381469727,106.82064704596996,1278.0,1278.0,2371.860107421875,148.0,1278.0,1788050932000.0,-6.210992261767387,27.600000381469727,79.0,0.5,1.8849999904632568,40.0,-0.3160000145435333,1278.0
161.0,24.600000381469727,106.82072868570685,1289.0,1289.0,2391.77001953125,150.0,1289.0,1788050943000.0,-6.210832502692938,24.600000381469727,80.0,0.5,1.875,40.400001525878906,-0.2639999985694885,1289.0
161.0,23.0,106.82078308425844,1296.0,1296.0,2403.27001953125,152.0,1296.0,1788050950000.0,-6.21074415743351,23.0,80.0,0.5,1.875,38.400001525878906,-0.22499999403953552,1296.0
156.0,23.0,106.82085759937763,1306.0,1306.0,2420.60009765625,151.0,1306.0,1788050960000.0,-6.210605604574084,23.0,78.0,0.0,1.847000002861023,38.0,-0.00800000037997961,1306.0
160.0,23.0,106.82091769762337,1314.0,1314.0,2434.75,151.0,1314.0,1788050968000.0,-6.210493957623839,23.0,80.0,0.0,1.8289999961853027,37.20000076293945,-0.00800000037997961,1314.0
160.0,23.600000381469727,106.820980142802,1321.0,1321.0,2447.56005859375,151.0,1321.0,1788050975000.0,-6.2103979010134935,23.600000381469727,80.0,0.0,1.819000005722046,35.20000076293945,0.08900000154972076,1321.0
156.0,24.799999237060547,106.82104258798063,1332.0,1332.0,2466.830078125,153.0,1332.0,1788050986000.0,-6.210234370082617,24.799999237060547,78.0,0.0,1.809999942779541,32.400001525878906,0.10700000077486038,1332.0
156.0,24.600000381469727,106.82110863737762,1344.0,1344.0,2487.22998046875,152.0,1344.0,1788050998000.0,-6.2100625410676,24.600000381469727,78.0,0.0,1.7910000085830688,30.399999618530273,-0.017999999225139618,1344.0
154.0,24.799999237060547,106.82115976698697,1353.0,1353.0,2502.659912109375,152.0,1353.0,1788051007000.0,-6.209932202473283,24.799999237060547,77.0,0.0,1.7730000019073486,31.600000381469727,0.026000000536441803,1353.0
152.0,25.399999618530273,106.82120779529214,1360.0,1360.0,2513.679931640625,151.0,1360.0,1788051014000.0,-6.20984461158514,25.399999618530273,76.0,0.0,1.7730000019073486,33.400001525878906,0.09000000357627869,1360.0
156.0,26.0,106.821254985407,1367.0,1367.0,2525.7900390625,150.0,1367.0,1788051021000.0,-6.2097458727657795,26.0,78.0,0.0,1.7640000581741333,35.0,0.0860000029206276,1367.0
151.0,26.0,106.82129471562803,1372.0,1372.0,2533.699951171875,147.0,1372.0,1788051026000.0,-6.209685858339071,26.0,75.0,0.5,1.7640000581741333,35.400001525878906,0.0020000000949949026,1372.0
151.0,26.200000762939453,106.82132732123137,1378.0,1378.0,2542.429931640625,148.0,1378.0,1788051032000.0,-6.2096139416098595,26.200000762939453,75.0,0.5,1.7450000047683716,35.20000076293945,0.032999999821186066,1378.0
151.0,26.200000762939453,106.82135020382702,1383.0,1383.0,2550.22998046875,145.0,1383.0,1788051037000.0,-6.209547137841582,26.200000762939453,75.0,0.5,1.7259999513626099,34.0,-0.004000000189989805,1383.0
149.0,25.600000381469727,106.82139554992318,1390.0,1390.0,2560.1201171875,145.0,1390.0,1788051044000.0,-6.209469269961119,25.600000381469727,74.0,0.5,1.7079999446868896,32.599998474121094,-0.09000000357627869,1390.0
148.0,24.200000762939453,106.82145942002535,1401.0,1401.0,2577.139892578125,144.0,1401.0,1788051055000.0,-6.20932811871171,24.200000762939453,74.0,0.0,1.5490000247955322,32.400001525878906,-0.11599999666213989,1401.0
150.0,24.399999618530273,106.82147216051817,1406.0,1406.0,2583.8798828125,141.0,1406.0,1788051060000.0,-6.209268439561129,24.399999618530273,75.0,0.0,1.4459999799728394,35.0,0.02500000037252903,1406.0
153.0,24.200000762939453,106.821492863819,1411.0,1411.0,2592.179931640625,140.0,1411.0,1788051065000.0,-6.209195014089346,24.200000762939453,76.0,0.5,1.4559999704360962,35.0,-0.029999999329447746,1411.0
165.0,23.399999618530273,106.82155824266374,1419.0,1419.0,2608.1201171875,142.0,1419.0,1788051073000.0,-6.2090687826275826,23.399999618530273,82.0,0.5,1.7730000019073486,35.20000076293945,-0.11100000143051147,1419.0
163.0,24.600000381469727,106.8215900938958,1426.0,1426.0,2625.610107421875,143.0,1426.0,1788051080000.0,-6.208913214504719,24.600000381469727,81.0,0.5,1.8660000562667847,37.79999923706055,0.17800000309944153,1426.0
165.0,25.200000762939453,106.82164491154253,1432.0,1432.0,2641.590087890625,144.0,1432.0,1788051086000.0,-6.20877843350172,25.200000762939453,82.0,0.5,2.052999973297119,37.79999923706055,0.10899999737739563,1432.0
166.0,26.799999237060547,106.82167491875589,1435.0,1435.0,2648.659912109375,148.0,1435.0,1788051089000.0,-6.208722107112408,26.799999237060547,83.0,0.0,2.1649999618530273,37.79999923706055,0.5049999952316284,1435.0
163.0,29.799999237060547,106.821722779423,1440.0,1440.0,2662.18994140625,149.0,1440.0,1788051094000.0,-6.208609873428941,29.799999237060547,81.0,0.5,2.2950000762939453,38.79999923706055,0.6119999885559082,1440.0
165.0,30.200000762939453,106.82173644192517,1445.0,1445.0,2675.669921875,152.0,1445.0,1788051099000.0,-6.208484312519431,30.200000762939453,82.0,0.5,2.2669999599456787,42.599998474121094,0.057999998331069946,1445.0
165.0,30.0,106.8217468354851,1446.0,1446.0,2677.77001953125,153.0,1446.0,1788051100000.0,-6.208466794341803,30.0,82.0,0.5,2.183000087738037,43.599998474121094,-0.20499999821186066,1446.0
165.0,29.0,106.82177659124136,1448.0,1448.0,2680.800048828125,156.0,1448.0,1788051102000.0,-6.208438212051988,29.0,82.0,0.5,1.968999981880188,45.79999923706055,-0.46399998664855957,1448.0
161.0,28.799999237060547,106.82178128510714,1449.0,1449.0,2681.300048828125,158.0,1449.0,1788051103000.0,-6.208434272557497,28.799999237060547,80.0,0.5,1.8940000534057617,46.79999923706055,-0.1979999989271164,1449.0
121.0,28.200000762939453,106.82178681716323,1451.0,1451.0,2683.2099609375,161.0,1451.0,1788051105000.0,-6.208417592570186,28.200000762939453,60.0,0.5,1.7730000019073486,48.400001525878906,-0.28999999165534973,1451.0
