directTimestamp,directSpeed,directLatitude,sumDuration,directDoubleCadence,sumMovingDuration,directRunCadence,directElevation,sumDistance,directFractionalCadence,directHeartRate,sumElapsedDuration,directLongitude,directUncorrectedElevation,directCorrectedElevation,directVerticalSpeed,elapsed_s
1784773726000.0,1.4930000305175781,-6.423381054773927,473.0,0.0,464.0,0.0,98.4000015258789,821.75,0.0,154.0,497.0,106.89304162748158,121.0,98.4000015258789,-0.03400000184774399,497.0
1784773732000.0,1.4930000305175781,-6.423492282629013,479.0,168.0,470.0,84.0,98.0,835.0599975585938,0.0,153.0,503.0,106.89308663830161,121.5999984741211,98.0,-0.03999999910593033,503.0
1784773739000.0,2.9579999446868896,-6.423659082502127,486.0,172.0,477.0,86.0,97.80000305175781,856.489990234375,0.0,155.0,510.0,106.89318562857807,122.0,97.80000305175781,-0.04600000008940697,510.0
1784773745000.0,3.2100000381469727,-6.423826469108462,492.0,173.0,483.0,86.0,97.19999694824219,878.1599731445312,0.5,156.0,516.0,106.89328554086387,123.4000015258789,97.19999694824219,-0.10000000149011612,516.0
1784773746000.0,3.2750000953674316,-6.423852872103453,493.0,173.0,484.0,86.0,97.0,881.9299926757812,0.5,156.0,517.0,106.89330708235502,123.4000015258789,97.0,-0.0949999988079071,517.0
1784773750000.0,3.3959999084472656,-6.423928560689092,497.0,175.0,488.0,87.0,97.0,893.7100219726562,0.5,159.0,521.0,106.89338218420744,122.80000305175781,97.0,-0.014000000432133675,521.0
1784773751000.0,3.3959999084472656,-6.423942809924483,498.0,175.0,489.0,87.0,97.0,895.77001953125,0.5,159.0,522.0,106.89339442178607,122.5999984741211,97.0,-0.0949999988079071,522.0
1784773755000.0,1.5959999561309814,-6.423979690298438,502.0,86.0,493.0,43.0,96.5999984741211,901.4099731445312,0.0,162.0,526.0,106.89342970959842,121.80000305175781,96.5999984741211,-0.06499999761581421,526.0
1784773756000.0,1.409000039100647,-6.423992598429322,503.0,86.0,494.0,43.0,96.5999984741211,903.0399780273438,0.0,163.0,527.0,106.89343708567321,121.80000305175781,96.5999984741211,-0.0729999989271164,527.0
1784773757000.0,1.2319999933242798,-6.424010870978236,504.0,0.0,495.0,0.0,96.4000015258789,905.1799926757812,0.0,164.0,528.0,106.89344454556704,121.5999984741211,96.4000015258789,-0.09300000220537186,528.0
1784773761000.0,1.7450000047683716,-6.424058396369219,508.0,0.0,499.0,0.0,96.19999694824219,911.8699951171875,0.0,165.0,532.0,106.89348285086453,121.0,96.19999694824219,-0.07699999958276749,532.0
1784773769000.0,1.5859999656677246,-6.424126960337162,516.0,238.0,507.0,119.0,95.19999694824219,923.4099731445312,0.0,162.0,540.0,106.89355895854533,120.80000305175781,95.19999694824219,-0.10899999737739563,540.0
1784773778000.0,1.5959999561309814,-6.424223519861698,525.0,119.0,516.0,59.0,94.80000305175781,935.25,0.5,159.0,549.0,106.89360707066953,121.4000015258789,94.80000305175781,-0.05299999937415123,549.0
1784773782000.0,1.465000033378601,-6.424264423549175,529.0,117.0,520.0,58.0,94.5999984741211,940.4199829101562,0.5,156.0,553.0,106.89362978562713,120.80000305175781,94.5999984741211,-0.06599999964237213,553.0
1784773786000.0,1.3899999856948853,-6.424316642805934,533.0,112.0,524.0,56.0,94.19999694824219,946.780029296875,0.0,153.0,557.0,106.89365392550826,120.19999694824219,94.19999694824219,-0.1120000034570694,557.0
1784773790000.0,1.38100004196167,-6.424362324178219,537.0,116.0,528.0,58.0,93.5999984741211,953.239990234375,0.0,151.0,561.0,106.89368954859674,120.0,93.5999984741211,-0.13699999451637268,561.0
1784773791000.0,1.38100004196167,-6.424373555928469,538.0,116.0,529.0,58.0,93.4000015258789,954.72998046875,0.0,151.0,562.0,106.89369700849056,119.80000305175781,93.4000015258789,-0.12099999934434891,562.0
1784773794000.0,1.4279999732971191,-6.424415381625295,541.0,116.0,532.0,58.0,93.0,960.4099731445312,0.0,148.0,565.0,106.89372709952295,119.4000015258789,93.0,-0.15800000727176666,565.0
1784773796000.0,1.5299999713897705,-6.424462320283055,543.0,178.0,534.0,89.0,91.80000305175781,966.8099975585938,0.0,148.0,567.0,106.89376096241176,118.5999984741211,91.80000305175781,-0.550000011920929,567.0
1784773801000.0,3.0230000019073486,-6.424575727432966,548.0,177.0,539.0,88.0,89.0,982.3499755859375,0.5,149.0,572.0,106.89384385943413,116.19999694824219,89.0,-0.5649999976158142,572.0
1784773806000.0,3.3310000896453857,-6.424715118482709,553.0,0.0,544.0,0.0,86.5999984741211,1000.6599731445312,0.0,152.0,577.0,106.89393379725516,114.0,86.5999984741211,-0.4970000088214874,577.0
1784773807000.0,3.443000078201294,-6.424766415730119,554.0,0.0,545.0,0.0,85.80000305175781,1006.6699829101562,0.0,153.0,578.0,106.89395315945148,113.0,85.80000305175781,-0.7630000114440918,578.0
1784773810000.0,4.244999885559082,-6.424891138449311,557.0,206.0,548.0,103.0,84.0,1021.469970703125,0.0,156.0,581.0,106.89400278031826,110.0,84.0,-0.6169999837875366,581.0
1784773811000.0,4.7210001945495605,-6.424928521737456,558.0,206.0,549.0,103.0,83.4000015258789,1025.75,0.0,157.0,582.0,106.89401275478303,109.5999984741211,83.4000015258789,-0.4399999976158142,582.0
1784773814000.0,4.646999835968018,-6.425043689087033,561.0,206.0,552.0,103.0,82.19999694824219,1039.739990234375,0.0,161.0,585.0,106.89406514167786,108.80000305175781,82.19999694824219,-0.4000000059604645,585.0
1784773815000.0,4.627999782562256,-6.425082832574844,562.0,206.0,553.0,103.0,82.0,1044.300048828125,0.0,162.0,586.0,106.89407796598971,109.0,82.0,-0.328000009059906,586.0
1784773818000.0,4.479000091552734,-6.425171848386526,565.0,206.0,556.0,103.0,81.19999694824219,1054.77001953125,0.0,165.0,589.0,106.89411082305014,109.4000015258789,81.19999694824219,-0.2529999911785126,589.0
1784773820000.0,3.815999984741211,-6.425217613577843,567.0,206.0,558.0,103.0,80.80000305175781,1060.2900390625,0.0,167.0,591.0,106.89413085579872,109.19999694824219,80.80000305175781,-0.20100000500679016,591.0
1784773825000.0,2.015000104904175,-6.425301935523748,572.0,206.0,563.0,103.0,80.5999984741211,1070.5999755859375,0.0,168.0,596.0,106.89416999928653,107.4000015258789,80.5999984741211,-0.05299999937415123,596.0
1784773831000.0,1.996999979019165,-6.42537971958518,578.0,126.0,569.0,63.0,80.19999694824219,1080.4100341796875,0.0,167.0,602.0,106.89421090297401,104.5999984741211,80.19999694824219,-0.04699999839067459,602.0
1784773839000.0,1.6139999628067017,-6.4254936296492815,586.0,240.0,577.0,120.0,79.4000015258789,1094.2900390625,0.0,166.0,610.0,106.89425876364112,104.19999694824219,79.4000015258789,-0.11599999666213989,610.0
1784773846000.0,1.8940000534057617,-6.425598151981831,593.0,119.0,584.0,59.0,78.5999984741211,1106.6300048828125,0.5,163.0,617.0,106.8942978233099,104.80000305175781,78.5999984741211,-0.10400000214576721,617.0
1784773847000.0,1.875,-6.425614831969142,594.0,119.0,585.0,59.0,78.4000015258789,1108.5999755859375,0.5,165.0,618.0,106.89430410973728,104.80000305175781,78.4000015258789,-0.11299999803304672,618.0
1784773848000.0,1.8660000562667847,-6.42562891356647,595.0,121.0,586.0,60.0,78.4000015258789,1110.31005859375,0.5,162.0,619.0,106.89431089907885,104.80000305175781,78.4000015258789,-0.12200000137090683,619.0
1784773854000.0,1.8009999990463257,-6.425696723163128,601.0,121.0,592.0,60.0,77.80000305175781,1118.4000244140625,0.5,160.0,625.0,106.89433814026415,104.4000015258789,77.80000305175781,-0.0820000022649765,625.0
1784773858000.0,1.753999948501587,-6.425747433677316,605.0,125.0,596.0,62.0,77.4000015258789,1124.6500244140625,0.5,157.0,629.0,106.8943633697927,103.80000305175781,77.4000015258789,-0.11400000005960464,629.0
1784773862000.0,1.7170000076293945,-6.425781045109034,609.0,123.0,600.0,61.0,77.0,1129.530029296875,0.5,155.0,633.0,106.89439228735864,103.19999694824219,77.0,-0.12999999523162842,633.0
1784773866000.0,1.6519999504089355,-6.42582094296813,613.0,123.0,604.0,61.0,76.4000015258789,1134.6199951171875,0.5,154.0,637.0,106.89441416412592,103.0,76.4000015258789,-0.10599999874830246,637.0
1784773869000.0,1.6239999532699585,-6.425864025950432,616.0,123.0,607.0,61.0,76.0,1139.719970703125,0.5,151.0,640.0,106.89443017356098,103.0,76.0,-0.14800000190734863,640.0
1784773870000.0,1.6139999628067017,-6.425878526642919,617.0,123.0,608.0,61.0,75.80000305175781,1141.5699462890625,0.5,150.0,641.0,106.89443863928318,103.19999694824219,75.80000305175781,-0.20499999821186066,641.0
1784773876000.0,1.5959999561309814,-6.425946922972798,623.0,122.0,614.0,61.0,75.4000015258789,1149.760009765625,0.0,147.0,647.0,106.89446646720171,104.19999694824219,75.4000015258789,-0.0689999982714653,647.0
1784773879000.0,1.5770000219345093,-6.425975589081645,626.0,122.0,617.0,61.0,75.4000015258789,1153.0,0.0,146.0,650.0,106.89447334036231,104.80000305175781,75.4000015258789,0.009999999776482582,650.0
1784773890000.0,1.4279999732971191,-6.426110537722707,637.0,118.0,628.0,59.0,75.4000015258789,1168.25,0.0,149.0,661.0,106.8945013359189,105.4000015258789,75.4000015258789,-0.003000000026077032,661.0
1784773891000.0,1.4279999732971191,-6.426123026758432,638.0,118.0,629.0,59.0,75.19999694824219,1169.68994140625,0.0,149.0,662.0,106.89450519159436,105.19999694824219,75.19999694824219,-0.13199999928474426,662.0
1784773901000.0,1.409000039100647,-6.426240038126707,648.0,112.0,639.0,56.0,75.5999984741211,1183.219970703125,0.0,147.0,672.0,106.89454073086381,103.80000305175781,75.5999984741211,0.024000000208616257,672.0
1784773902000.0,1.399999976158142,-6.4262487553060055,649.0,112.0,640.0,56.0,75.5999984741211,1184.4000244140625,0.0,146.0,673.0,106.89454693347216,103.5999984741211,75.5999984741211,0.03099999949336052,673.0
1784773907000.0,1.399999976158142,-6.426314217969775,654.0,0.0,645.0,0.0,75.5999984741211,1192.050048828125,0.0,143.0,678.0,106.89456453546882,102.5999984741211,75.5999984741211,0.024000000208616257,678.0
1784773908000.0,1.399999976158142,-6.426327293738723,655.0,97.0,646.0,48.0,75.5999984741211,1193.550048828125,0.5,142.0,679.0,106.89456839114428,102.4000015258789,75.5999984741211,0.004999999888241291,679.0
1784773917000.0,1.343999981880188,-6.426420919597149,664.0,0.0,655.0,0.0,75.5999984741211,1203.9100341796875,0.0,139.0,688.0,106.89458121545613,102.80000305175781,75.5999984741211,-0.019999999552965164,688.0
1784773918000.0,1.343999981880188,-6.426433492451906,665.0,0.0,656.0,0.0,75.4000015258789,1205.300048828125,0.0,138.0,689.0,106.89458196982741,102.80000305175781,75.4000015258789,-0.05299999937415123,689.0
1784773920000.0,1.3339999914169312,-6.426458386704326,667.0,0.0,658.0,0.0,75.4000015258789,1208.0699462890625,0.0,135.0,691.0,106.89458574168384,102.80000305175781,75.4000015258789,-0.06499999761581421,691.0
1784773927000.0,1.343999981880188,-6.426538433879614,674.0,114.0,665.0,57.0,74.80000305175781,1217.25,0.0,136.0,698.0,106.89460426568985,102.5999984741211,74.80000305175781,-0.07000000029802322,698.0
1784773939000.0,1.371999979019165,-6.4266978576779366,686.0,109.0,677.0,54.0,74.19999694824219,1235.0400390625,0.5,134.0,710.0,106.89462429843843,102.4000015258789,74.19999694824219,-0.05000000074505806,710.0
1784773949000.0,1.399999976158142,-6.426808498799801,696.0,0.0,687.0,0.0,74.19999694824219,1247.3599853515625,0.0,132.0,720.0,106.89463460817933,102.0,74.19999694824219,-0.010999999940395355,720.0
1784773955000.0,1.3619999885559082,-6.426878152415156,702.0,102.0,693.0,51.0,74.19999694824219,1255.0699462890625,0.0,135.0,726.0,106.89463108778,101.80000305175781,74.19999694824219,0.02500000037252903,726.0
1784773958000.0,1.343999981880188,-6.426907991990447,705.0,105.0,696.0,52.0,74.4000015258789,1258.3599853515625,0.5,138.0,729.0,106.89463041722775,101.4000015258789,74.4000015258789,0.03700000047683716,729.0
1784773967000.0,1.315999984741211,-6.427025506272912,714.0,0.0,705.0,0.0,75.19999694824219,1272.8900146484375,0.0,136.0,738.0,106.8945827241987,101.19999694824219,75.19999694824219,0.08500000089406967,738.0
1784773976000.0,1.3899999856948853,-6.427140086889267,723.0,0.0,714.0,0.0,75.80000305175781,1286.969970703125,0.0,134.0,747.0,106.89454274252057,101.5999984741211,75.80000305175781,0.0729999989271164,747.0
1784773984000.0,1.4279999732971191,-6.427237903699279,731.0,0.0,722.0,0.0,76.19999694824219,1298.030029296875,0.0,131.0,755.0,106.89452203921974,101.5999984741211,76.19999694824219,0.05299999937415123,755.0
1784773985000.0,1.4279999732971191,-6.427248129621148,732.0,0.0,723.0,0.0,76.19999694824219,1299.1600341796875,0.0,131.0,756.0,106.89452103339136,101.5999984741211,76.19999694824219,0.03999999910593033,756.0
1784773992000.0,1.409000039100647,-6.427329769358039,739.0,0.0,730.0,0.0,76.5999984741211,1308.27001953125,0.0,133.0,763.0,106.89451650716364,102.0,76.5999984741211,0.04399999976158142,763.0
1784773996000.0,1.3899999856948853,-6.427378971129656,743.0,116.0,734.0,58.0,76.80000305175781,1313.75,0.0,136.0,767.0,106.89451256766915,102.0,76.80000305175781,0.04800000041723251,767.0
1784774005000.0,1.399999976158142,-6.42749254591763,752.0,114.0,743.0,57.0,77.4000015258789,1327.300048828125,0.0,136.0,776.0,106.89446797594428,100.80000305175781,77.4000015258789,0.06300000101327896,776.0
1784774007000.0,1.399999976158142,-6.427518026903272,754.0,114.0,745.0,57.0,77.4000015258789,1330.27001953125,0.0,133.0,778.0,106.89445942640305,100.5999984741211,77.4000015258789,0.061000000685453415,778.0
1784774015000.0,1.371999979019165,-6.427624728530645,762.0,118.0,753.0,59.0,78.0,1342.31005859375,0.0,134.0,786.0,106.89443880692124,99.5999984741211,78.0,0.05700000002980232,786.0
1784774025000.0,1.3619999885559082,-6.427738387137651,772.0,119.0,763.0,59.0,78.4000015258789,1355.6400146484375,0.5,132.0,796.0,106.89440310001373,99.4000015258789,78.4000015258789,0.05400000140070915,796.0
1784774034000.0,1.315999984741211,-6.42783016897738,781.0,112.0,772.0,56.0,79.0,1367.1800537109375,0.0,132.0,805.0,106.89436068758368,99.4000015258789,79.0,0.05400000140070915,805.0
1784774038000.0,1.2970000505447388,-6.427878616377711,785.0,112.0,776.0,56.0,79.19999694824219,1372.6400146484375,0.0,132.0,809.0,106.89435398206115,100.19999694824219,79.19999694824219,0.05000000074505806,809.0
1784774040000.0,1.2879999876022339,-6.427901918068528,787.0,112.0,778.0,56.0,79.19999694824219,1375.510009765625,0.0,133.0,811.0,106.8943409062922,100.5999984741211,79.19999694824219,0.06499999761581421,811.0
1784774041000.0,1.2879999876022339,-6.427912982180715,788.0,112.0,779.0,56.0,79.4000015258789,1376.8699951171875,0.0,133.0,812.0,106.89433495514095,100.5999984741211,79.4000015258789,0.061000000685453415,812.0
1784774047000.0,1.315999984741211,-6.428002081811428,794.0,116.0,785.0,58.0,79.80000305175781,1386.800048828125,0.0,132.0,818.0,106.89432766288519,100.0,79.80000305175781,0.09000000357627869,818.0
1784774051000.0,1.3250000476837158,-6.428042147308588,798.0,118.0,789.0,59.0,80.4000015258789,1391.3499755859375,0.0,132.0,822.0,106.89432171173394,99.4000015258789,80.4000015258789,0.12200000137090683,822.0
1784774053000.0,1.3339999914169312,-6.428052792325616,800.0,116.0,791.0,58.0,80.5999984741211,1393.010009765625,0.0,132.0,824.0,106.89433244057,99.19999694824219,80.5999984741211,0.07699999958276749,824.0
1784774055000.0,1.3250000476837158,-6.4280705619603395,802.0,115.0,793.0,57.0,80.80000305175781,1395.1400146484375,0.5,132.0,826.0,106.89433973282576,99.0,80.80000305175781,0.09000000357627869,826.0
1784774058000.0,1.315999984741211,-6.428104257211089,805.0,115.0,796.0,57.0,80.80000305175781,1399.1700439453125,0.5,131.0,829.0,106.89432665705681,99.4000015258789,80.80000305175781,0.04899999871850014,829.0
1784774059000.0,1.305999994277954,-6.428118506446481,806.0,115.0,797.0,57.0,81.0,1400.9000244140625,0.5,131.0,830.0,106.89431936480105,99.5999984741211,81.0,0.05000000074505806,830.0
1784774068000.0,1.2879999876022339,-6.428253203630447,815.0,0.0,806.0,0.0,81.5999984741211,1415.9300537109375,0.0,129.0,839.0,106.89429363235831,100.19999694824219,81.5999984741211,0.08699999749660492,839.0
1784774074000.0,1.315999984741211,-6.428316235542297,821.0,112.0,812.0,56.0,81.80000305175781,1424.75,0.0,129.0,845.0,106.89425582997501,97.5999984741211,81.80000305175781,0.027000000700354576,845.0
1784774075000.0,1.305999994277954,-6.428321180865169,822.0,112.0,813.0,56.0,81.80000305175781,1425.800048828125,0.0,129.0,846.0,106.89424711279571,97.4000015258789,81.80000305175781,-0.06300000101327896,846.0
1784774077000.0,1.305999994277954,-6.428333837538958,824.0,112.0,815.0,56.0,81.5999984741211,1428.030029296875,0.0,130.0,848.0,106.89423160627484,97.19999694824219,81.5999984741211,-0.0560000017285347,848.0
1784774079000.0,1.305999994277954,-6.428352445363998,826.0,0.0,817.0,0.0,81.5999984741211,1430.260009765625,0.0,130.0,850.0,106.89422389492393,97.4000015258789,81.5999984741211,-0.02800000086426735,850.0
1784774080000.0,1.2970000505447388,-6.428364599123597,827.0,0.0,818.0,0.0,81.5999984741211,1431.6700439453125,0.0,130.0,851.0,106.89421995542943,97.4000015258789,81.5999984741211,-0.02800000086426735,851.0
1784774084000.0,1.2970000505447388,-6.4284213446080685,831.0,0.0,822.0,0.0,81.80000305175781,1438.0899658203125,0.0,128.0,855.0,106.89420972950757,97.80000305175781,81.80000305175781,0.0560000017285347,855.0
1784774085000.0,1.2970000505447388,-6.4284351747483015,832.0,115.0,823.0,57.0,81.80000305175781,1439.6700439453125,0.5,128.0,856.0,106.89420620910823,98.0,81.80000305175781,0.04899999871850014,856.0
1784774097000.0,1.2879999876022339,-6.428573811426759,844.0,0.0,835.0,0.0,82.4000015258789,1455.6500244140625,0.0,129.0,868.0,106.89416916109622,102.5999984741211,82.4000015258789,0.039000000804662704,868.0
1784774100000.0,1.2879999876022339,-6.428611110895872,847.0,112.0,838.0,56.0,82.5999984741211,1459.8699951171875,0.0,130.0,871.0,106.89417025074363,102.0,82.5999984741211,0.07100000232458115,871.0
1784774103000.0,1.2879999876022339,-6.428635837510228,850.0,112.0,841.0,56.0,82.80000305175781,1462.93994140625,0.0,131.0,874.0,106.89418324269354,101.19999694824219,82.80000305175781,0.09200000017881393,874.0
1784774104000.0,1.277999997138977,-6.428644387051463,851.0,112.0,842.0,56.0,83.0,1463.949951171875,0.0,131.0,875.0,106.89418693073094,101.19999694824219,83.0,0.08399999886751175,875.0
1784774107000.0,1.277999997138977,-6.428672634065151,854.0,0.0,845.0,0.0,83.19999694824219,1467.5799560546875,0.0,131.0,878.0,106.89420344308019,101.0,83.19999694824219,0.11299999803304672,878.0
1784774109000.0,1.2690000534057617,-6.428688643500209,856.0,0.0,847.0,0.0,83.5999984741211,1470.239990234375,0.0,130.0,880.0,106.89422154799104,101.19999694824219,83.5999984741211,0.1589999943971634,880.0
1784774111000.0,1.2599999904632568,-6.428700797259808,858.0,0.0,849.0,0.0,83.80000305175781,1472.0899658203125,0.0,129.0,882.0,106.89423252828419,101.4000015258789,83.80000305175781,0.10100000351667404,882.0
1784774113000.0,1.25,-6.42871605232358,860.0,112.0,851.0,56.0,84.0,1474.0,0.0,128.0,884.0,106.89424300566316,101.5999984741211,84.0,0.10300000011920929,884.0
1784774116000.0,1.2410000562667847,-6.42873021773994,863.0,110.0,854.0,55.0,84.4000015258789,1477.43994140625,0.0,128.0,887.0,106.89426999539137,102.5999984741211,84.4000015258789,0.1469999998807907,887.0
1784774118000.0,1.2319999933242798,-6.4287505857646465,865.0,112.0,856.0,56.0,84.5999984741211,1480.8199462890625,0.0,128.0,889.0,106.89429195597768,103.80000305175781,84.5999984741211,0.1379999965429306,889.0
1784774121000.0,1.2319999933242798,-6.428782185539603,868.0,115.0,859.0,57.0,85.0,1485.0400390625,0.5,128.0,892.0,106.8943134136498,104.5999984741211,85.0,0.08900000154972076,892.0
1784774122000.0,1.2319999933242798,-6.428789310157299,869.0,109.0,860.0,54.0,85.0,1485.199951171875,0.5,128.0,893.0,106.89431550912559,104.80000305175781,85.0,0.04100000113248825,893.0
1784774124000.0,1.222000002861023,-6.428808337077498,871.0,112.0,862.0,56.0,85.19999694824219,1487.93994140625,0.0,128.0,895.0,106.89433478750288,105.19999694824219,85.19999694824219,0.10400000214576721,895.0
1784774128000.0,1.2319999933242798,-6.428842032328248,875.0,111.0,866.0,55.0,86.4000015258789,1494.52001953125,0.5,128.0,899.0,106.8943874258548,105.80000305175781,86.4000015258789,0.2759999930858612,899.0
1784774130000.0,1.2319999933242798,-6.428848737850785,877.0,0.0,868.0,0.0,86.80000305175781,1497.68994140625,0.0,131.0,901.0,106.89441466704011,106.5999984741211,86.80000305175781,0.23199999332427979,901.0
1784774131000.0,1.2319999933242798,-6.4288589637726545,878.0,0.0,869.0,0.0,87.19999694824219,1500.4300537109375,0.0,131.0,902.0,106.89443863928318,107.0,87.19999694824219,0.4560000002384186,902.0
1784774133000.0,1.2319999933242798,-6.428872458636761,880.0,0.0,871.0,0.0,88.0,1505.02001953125,0.0,132.0,904.0,106.89448155462742,108.0,88.0,0.37599998712539673,904.0
1784774141000.0,1.809999942779541,-6.428906070068479,888.0,0.0,879.0,0.0,90.5999984741211,1519.4599609375,0.0,133.0,912.0,106.89467090182006,111.4000015258789,90.5999984741211,0.3179999887943268,912.0
1784774146000.0,1.809999942779541,-6.42890858463943,893.0,0.0,884.0,0.0,91.4000015258789,1528.52001953125,0.0,134.0,917.0,106.8947418127209,111.5999984741211,91.4000015258789,0.15700000524520874,917.0
1784774159000.0,1.3530000448226929,,906.0,116.0,897.0,58.0,111.0,1548.530029296875,0.0,136.0,930.0,,,,1.5140000581741333,930.0
1784774169000.0,1.3619999885559082,,916.0,119.0,907.0,59.0,111.0,1562.300048828125,0.5,139.0,940.0,,,,0.0,940.0
1784774182000.0,1.305999994277954,,929.0,102.0,920.0,51.0,111.0,1580.050048828125,0.0,142.0,953.0,,,,0.0,953.0
1784774194000.0,1.465000033378601,,941.0,120.0,932.0,60.0,111.0,1593.06005859375,0.0,139.0,965.0,,,,0.0,965.0
1784774205000.0,0.0,,952.0,0.0,932.0,0.0,111.0,1607.43994140625,0.0,136.0,976.0,,,,0.0,976.0
1784774210000.0,0.0,,957.0,0.0,932.0,0.0,111.0,1607.43994140625,0.0,133.0,981.0,,,,0.0,981.0
1784774216000.0,0.0,,963.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,130.0,987.0,,,,0.0,987.0
1784774228000.0,0.0,,975.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,127.0,999.0,,,,0.0,999.0
1784774242000.0,0.0,,989.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,124.0,1013.0,,,,0.0,1013.0
1784774245000.0,0.0,,992.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,121.0,1016.0,,,,0.0,1016.0
1784774250000.0,0.0,,997.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,126.0,1021.0,,,,0.0,1021.0
1784774252000.0,0.0,,999.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,129.0,1023.0,,,,0.0,1023.0
1784774282000.0,0.0,,1029.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,126.0,1053.0,,,,0.0,1053.0
1784774287000.0,0.0,,1034.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,123.0,1058.0,,,,0.0,1058.0
1784774291000.0,0.0,,1038.0,0.0,932.0,0.0,111.0,1608.47998046875,0.0,120.0,1062.0,,,,0.0,1062.0
1784774296000.0,0.0,,1043.0,109.0,932.0,54.0,111.0,1610.72998046875,0.5,124.0,1067.0,,,,0.0,1067.0
1784774298000.0,1.2319999933242798,,1045.0,113.0,934.0,56.0,111.0,1613.1800537109375,0.5,128.0,1069.0,,,,0.0,1069.0
1784774302000.0,1.2599999904632568,,1049.0,113.0,938.0,56.0,111.0,1618.239990234375,0.5,131.0,1073.0,,,,0.0,1073.0
1784774312000.0,0.0,,1059.0,0.0,938.0,0.0,111.0,1627.6500244140625,0.0,128.0,1083.0,,,,0.0,1083.0
1784774347000.0,1.8289999961853027,,1094.0,121.0,973.0,60.0,111.0,1631.1600341796875,0.5,125.0,1118.0,,,,0.0,1118.0
1784774356000.0,0.0,,1103.0,0.0,973.0,0.0,111.0,1635.5400390625,0.0,128.0,1127.0,,,,0.0,1127.0
1784774366000.0,0.0,,1113.0,0.0,973.0,0.0,111.0,1635.5400390625,0.0,124.0,1137.0,,,,0.0,1137.0
1784774373000.0,0.0,,1120.0,0.0,973.0,0.0,111.0,1635.5400390625,0.0,121.0,1144.0,,,,0.0,1144.0
1784774385000.0,0.0,,1132.0,0.0,973.0,0.0,111.0,1635.5400390625,0.0,124.0,1156.0,,,,0.0,1156.0
1784774386000.0,0.0,-6.429153922945261,1133.0,0.0,973.0,0.0,94.0,1635.5400390625,0.0,124.0,1157.0,106.89482219517231,137.8000030517578,94.0,-17.07900047302246,1157.0
1784774391000.0,0.0,-6.429149564355612,1138.0,0.0,973.0,0.0,94.19999694824219,1635.5400390625,0.0,124.0,1162.0,106.89486837945879,148.1999969482422,94.19999694824219,0.07000000029802322,1162.0
