directRunCadence,sumDistance,directFractionalCadence,directSpeed,sumMovingDuration,directLatitude,directElevation,directDoubleCadence,sumDuration,directLongitude,directCorrectedElevation,sumElapsedDuration,directUncorrectedElevation,directHeartRate,directTimestamp,directVerticalSpeed,elapsed_s
75.0,737.469970703125,0.0,1.25,522.0,-1.2772220838814974,4.400000095367432,150.0,523.0,116.83455999009311,4.400000095367432,523.0,24.399999618530273,120.0,1785540718000.0,-0.007000000216066837,523.0
78.0,748.219970703125,0.5,1.277999997138977,528.0,-1.2772269453853369,4.400000095367432,157.0,529.0,116.83446301147342,4.400000095367432,529.0,22.600000381469727,120.0,1785540724000.0,0.027000000700354576,529.0
80.0,766.77001953125,0.5,1.4930000305175781,538.0,-1.277240188792348,3.799999952316284,161.0,539.0,116.83429579250515,3.799999952316284,539.0,21.200000762939453,121.0,1785540734000.0,-0.06499999761581421,539.0
80.0,772.25,0.5,1.5299999713897705,541.0,-1.2772383447736502,3.799999952316284,161.0,542.0,116.83424675837159,3.799999952316284,542.0,21.0,124.0,1785540737000.0,-0.010999999940395355,542.0
78.0,776.3400268554688,0.5,1.5399999618530273,544.0,-1.2772430386394262,4.0,157.0,545.0,116.83421046473086,4.0,545.0,21.0,127.0,1785540740000.0,0.08100000023841858,545.0
78.0,779.1500244140625,0.5,1.5210000276565552,546.0,-1.2772455532103777,4.199999809265137,157.0,547.0,116.83418548665941,4.199999809265137,547.0,20.799999237060547,128.0,1785540742000.0,0.08500000089406967,547.0
0.0,795.0999755859375,0.0,1.3619999885559082,555.0,-1.2772584613412619,5.199999809265137,0.0,556.0,116.83404400013387,5.199999809265137,556.0,21.200000762939453,130.0,1785540751000.0,0.1080000028014183,556.0
0.0,805.8400268554688,0.0,1.6330000162124634,562.0,-1.2772538512945175,5.800000190734863,0.0,563.0,116.83394844643772,5.800000190734863,563.0,21.200000762939453,129.0,1785540758000.0,0.08399999886751175,563.0
57.0,814.1099853515625,0.0,1.5490000247955322,567.0,-1.277264328673482,6.0,114.0,568.0,116.83387418277562,6.0,568.0,21.799999237060547,132.0,1785540763000.0,0.04800000041723251,568.0
56.0,823.260009765625,0.5,1.4459999799728394,573.0,-1.2772717885673046,6.599999904632568,113.0,574.0,116.83379212394357,6.599999904632568,574.0,23.399999618530273,133.0,1785540769000.0,0.08900000154972076,574.0
57.0,833.9500122070312,0.5,1.3899999856948853,580.0,-1.2772759795188904,7.199999809265137,115.0,581.0,116.83369648642838,7.199999809265137,581.0,23.600000381469727,134.0,1785540776000.0,0.09399999678134918,581.0
57.0,835.72998046875,0.5,1.371999979019165,582.0,-1.2772804219275713,7.199999809265137,115.0,583.0,116.83368131518364,7.199999809265137,583.0,23.600000381469727,134.0,1785540778000.0,0.039000000804662704,583.0
58.0,847.9400024414062,0.0,1.343999981880188,590.0,-1.2772724591195583,8.0,116.0,591.0,116.83357218280435,8.0,591.0,21.799999237060547,134.0,1785540786000.0,0.08799999952316284,591.0
0.0,852.2100219726562,0.0,1.343999981880188,593.0,-1.2772758956998587,8.0,0.0,594.0,116.83353396132588,8.0,594.0,22.0,129.0,1785540789000.0,0.0,594.0
57.0,857.0700073242188,0.0,1.343999981880188,596.0,-1.2772778235375881,8.0,114.0,597.0,116.83349045924842,8.0,597.0,21.799999237060547,125.0,1785540792000.0,0.0,597.0
57.0,859.25,0.0,1.3530000448226929,598.0,-1.277276398614049,8.0,114.0,599.0,116.83347092941403,8.0,599.0,21.399999618530273,122.0,1785540794000.0,0.0,599.0
57.0,861.8300170898438,0.5,1.343999981880188,600.0,-1.2772736325860023,8.0,115.0,601.0,116.83344787918031,8.0,601.0,20.799999237060547,121.0,1785540796000.0,0.0,601.0
78.0,869.469970703125,0.5,1.343999981880188,606.0,-1.2772601377218962,8.399999618530273,157.0,607.0,116.83338090777397,8.399999618530273,607.0,18.600000381469727,121.0,1785540802000.0,0.08100000023841858,607.0
78.0,871.22998046875,0.5,1.3530000448226929,607.0,-1.277254857122898,8.600000381469727,157.0,608.0,116.83336506597698,8.600000381469727,608.0,18.399999618530273,122.0,1785540803000.0,0.17100000381469727,608.0
79.0,889.3200073242188,0.5,1.4739999771118164,615.0,-1.2771484069526196,9.399999618530273,159.0,616.0,116.83323204517365,9.399999618530273,616.0,16.600000381469727,122.0,1785540811000.0,0.08699999749660492,616.0
81.0,895.6699829101562,0.5,1.6239999532699585,619.0,-1.2771215848624706,9.600000381469727,163.0,620.0,116.83318058028817,9.600000381469727,620.0,15.199999809265137,123.0,1785540815000.0,0.05700000002980232,620.0
81.0,900.0499877929688,0.5,1.5959999561309814,621.0,-1.277102055028081,9.399999618530273,163.0,622.0,116.83314638212323,9.399999618530273,622.0,13.600000381469727,127.0,1785540817000.0,-0.1080000028014183,622.0
81.0,902.5399780273438,0.5,1.5959999561309814,622.0,-1.277094092220068,9.199999809265137,163.0,623.0,116.83312492445111,9.199999809265137,623.0,12.600000381469727,127.0,1785540818000.0,-0.16300000250339508,623.0
79.0,911.5700073242188,0.5,1.5119999647140503,627.0,-1.2770817708224058,8.800000190734863,159.0,628.0,116.83304353617132,8.800000190734863,628.0,8.0,130.0,1785540823000.0,-0.08500000089406967,628.0
79.0,915.2000122070312,0.5,1.5119999647140503,629.0,-1.2770704552531242,8.600000381469727,159.0,630.0,116.83301277458668,8.600000381469727,630.0,6.800000190734863,129.0,1785540825000.0,-0.11599999666213989,630.0
78.0,922.1400146484375,0.5,1.4459999799728394,635.0,-1.2770588882267475,8.399999618530273,157.0,636.0,116.83294563554227,8.399999618530273,636.0,5.199999809265137,129.0,1785540831000.0,-0.029999999329447746,636.0
81.0,939.9099731445312,0.5,1.3899999856948853,642.0,-1.27702871337533,7.800000190734863,163.0,643.0,116.83277439326048,7.800000190734863,643.0,6.0,128.0,1785540838000.0,-0.07500000298023224,643.0
77.0,956.3300170898438,0.5,1.315999984741211,651.0,-1.2769910786300898,6.599999904632568,155.0,652.0,116.83263123035431,6.599999904632568,652.0,16.399999618530273,128.0,1785540847000.0,-0.12999999523162842,652.0
79.0,960.52001953125,0.5,1.305999994277954,653.0,-1.2769722193479538,6.400000095367432,159.0,654.0,116.83259728364646,6.400000095367432,654.0,17.200000762939453,131.0,1785540849000.0,-0.15600000321865082,654.0
79.0,964.8599853515625,0.5,1.305999994277954,655.0,-1.2769605685025454,6.0,159.0,656.0,116.83255956508219,6.0,656.0,17.600000381469727,133.0,1785540851000.0,-0.15700000524520874,656.0
78.0,972.4299926757812,0.5,1.3250000476837158,657.0,-1.2769527733325958,5.599999904632568,157.0,658.0,116.83248882181942,5.599999904632568,658.0,17.799999237060547,135.0,1785540853000.0,-0.20900000631809235,658.0
79.0,976.3300170898438,0.5,1.343999981880188,658.0,-1.2769773323088884,5.599999904632568,159.0,659.0,116.83245554566383,5.599999904632568,659.0,17.799999237060547,136.0,1785540854000.0,-0.11999999731779099,659.0
79.0,978.1699829101562,0.5,1.3619999885559082,659.0,-1.2770094349980354,5.400000095367432,159.0,660.0,116.83242763392627,5.400000095367432,660.0,17.799999237060547,136.0,1785540855000.0,-0.10000000149011612,660.0
79.0,985.5499877929688,0.5,1.6139999628067017,664.0,-1.2770823575556278,5.199999809265137,159.0,665.0,116.8323573935777,5.199999809265137,665.0,21.200000762939453,137.0,1785540860000.0,-0.050999999046325684,665.0
79.0,986.1900024414062,0.5,1.5770000219345093,665.0,-1.277081687003374,5.199999809265137,159.0,666.0,116.8323505204171,5.199999809265137,666.0,21.600000381469727,137.0,1785540861000.0,-0.02500000037252903,666.0
79.0,990.6199951171875,0.5,1.4930000305175781,669.0,-1.2770791724324226,5.0,159.0,670.0,116.83231171220541,5.0,670.0,21.799999237060547,136.0,1785540865000.0,-0.029999999329447746,670.0
80.0,994.0999755859375,0.0,1.5679999589920044,672.0,-1.2770847883075476,5.199999809265137,160.0,673.0,116.83228069916368,5.199999809265137,673.0,20.399999618530273,135.0,1785540868000.0,0.03700000047683716,673.0
79.0,997.6799926757812,0.0,1.5490000247955322,675.0,-1.2770824413746595,5.199999809265137,158.0,676.0,116.83224876411259,5.199999809265137,676.0,19.0,134.0,1785540871000.0,0.03799999877810478,676.0
78.0,1000.7000122070312,0.0,1.371999979019165,678.0,-1.2770817708224058,5.400000095367432,156.0,679.0,116.83222060091794,5.400000095367432,679.0,17.600000381469727,136.0,1785540874000.0,0.03400000184774399,679.0
78.0,1004.030029296875,0.0,1.315999984741211,681.0,-1.2770801782608032,5.400000095367432,156.0,682.0,116.83218925260007,5.400000095367432,682.0,16.600000381469727,137.0,1785540877000.0,0.03799999877810478,682.0
79.0,1018.6900024414062,0.0,1.222000002861023,688.0,-1.2770280428230762,6.199999809265137,158.0,689.0,116.83206679299474,6.199999809265137,689.0,15.600000381469727,137.0,1785540884000.0,0.11500000208616257,689.0
75.0,1033.1300048828125,0.0,1.222000002861023,695.0,-1.2769873905926943,6.599999904632568,150.0,696.0,116.8319424893707,6.599999904632568,696.0,23.200000762939453,135.0,1785540891000.0,0.052000001072883606,696.0
75.0,1049.02001953125,0.0,1.2690000534057617,703.0,-1.2769877258688211,6.599999904632568,150.0,704.0,116.83179471641779,6.599999904632568,704.0,30.399999618530273,135.0,1785540899000.0,0.0,704.0
74.0,1059.1400146484375,0.0,1.25,711.0,-1.2770620733499527,6.800000190734863,148.0,712.0,116.8316837400198,6.800000190734863,712.0,36.0,133.0,1785540907000.0,0.03400000184774399,712.0
76.0,1063.2099609375,0.0,1.305999994277954,715.0,-1.2770682759582996,7.199999809265137,152.0,716.0,116.83164627291262,7.199999809265137,716.0,36.79999923706055,130.0,1785540911000.0,0.06199999898672104,716.0
71.0,1067.1600341796875,0.5,1.2410000562667847,720.0,-1.277078166604042,7.400000095367432,143.0,721.0,116.8316092249006,7.400000095367432,721.0,36.599998474121094,128.0,1785540916000.0,0.04600000008940697,721.0
72.0,1074.97998046875,0.0,1.156999945640564,729.0,-1.2771991174668074,7.800000190734863,144.0,730.0,116.83154007419944,7.800000190734863,730.0,33.0,128.0,1785540925000.0,0.03799999877810478,730.0
73.0,1084.25,0.0,1.1009999513626099,738.0,-1.2772429548203945,8.399999618530273,146.0,739.0,116.83146128430963,8.399999618530273,739.0,29.399999618530273,128.0,1785540934000.0,0.0729999989271164,739.0
70.0,1087.9200439453125,0.0,1.0640000104904175,745.0,-1.277262568473816,8.600000381469727,140.0,746.0,116.83140470646322,8.600000381469727,746.0,24.600000381469727,128.0,1785540941000.0,0.039000000804662704,746.0
70.0,1093.1800537109375,0.5,1.0080000162124634,752.0,-1.2772659212350845,9.199999809265137,141.0,753.0,116.83134326711297,9.199999809265137,753.0,20.399999618530273,127.0,1785540948000.0,0.06599999964237213,753.0
69.0,1101.449951171875,0.0,1.128999948501587,759.0,-1.2772774882614613,9.800000190734863,138.0,760.0,116.83126841671765,9.800000190734863,760.0,18.799999237060547,125.0,1785540955000.0,0.10999999940395355,760.0
74.0,1112.8299560546875,0.0,1.1759999990463257,769.0,-1.2772757280617952,10.800000190734863,148.0,770.0,116.8311652354896,10.800000190734863,770.0,19.399999618530273,123.0,1785540965000.0,0.09799999743700027,770.0
76.0,1122.469970703125,0.0,1.1480000019073486,776.0,-1.2772820983082056,11.399999618530273,152.0,777.0,116.83108007535338,11.399999618530273,777.0,19.799999237060547,123.0,1785540972000.0,0.08399999886751175,777.0
75.0,1126.449951171875,0.0,1.156999945640564,779.0,-1.2772759795188904,11.800000190734863,150.0,780.0,116.83104520663619,11.800000190734863,780.0,20.0,123.0,1785540975000.0,0.09099999815225601,780.0
77.0,1136.5699462890625,0.5,1.194000005722046,786.0,-1.2772694416344166,12.399999618530273,155.0,787.0,116.83095552027225,12.399999618530273,787.0,21.399999618530273,123.0,1785540982000.0,0.09600000083446503,787.0
77.0,1143.4200439453125,0.5,1.2319999933242798,791.0,-1.2772421166300774,12.600000381469727,155.0,792.0,116.83089533820748,12.600000381469727,792.0,21.399999618530273,122.0,1785540987000.0,0.041999999433755875,792.0
77.0,1145.0,0.5,1.2410000562667847,792.0,-1.2772305496037006,12.600000381469727,155.0,793.0,116.83087337762117,12.600000381469727,793.0,21.399999618530273,122.0,1785540988000.0,-0.03700000047683716,793.0
76.0,1148.489990234375,0.5,1.2599999904632568,794.0,-1.277208086103201,13.0,153.0,795.0,116.83084303513169,13.0,795.0,21.0,122.0,1785540990000.0,0.23399999737739563,795.0
77.0,1156.97998046875,0.5,1.277999997138977,798.0,-1.2771626561880112,14.600000381469727,155.0,799.0,116.83077715337276,14.600000381469727,799.0,20.799999237060547,124.0,1785540994000.0,0.38199999928474426,799.0
77.0,1166.5699462890625,0.5,1.3339999914169312,802.0,-1.2771219201385975,15.399999618530273,155.0,803.0,116.83069811202586,15.399999618530273,803.0,20.399999618530273,127.0,1785540998000.0,0.2240000069141388,803.0
78.0,1168.8299560546875,0.5,1.3619999885559082,803.0,-1.2771111074835062,15.600000381469727,157.0,804.0,116.83068084530532,15.600000381469727,804.0,20.200000762939453,127.0,1785540999000.0,0.12999999523162842,804.0
79.0,1172.219970703125,0.0,1.3899999856948853,805.0,-1.2771036475896835,15.800000190734863,158.0,806.0,116.83064756914973,15.800000190734863,806.0,19.799999237060547,127.0,1785541001000.0,0.10599999874830246,806.0
79.0,1174.9300537109375,0.5,1.399999976158142,806.0,-1.2770967744290829,15.600000381469727,159.0,807.0,116.83062409982085,15.600000381469727,807.0,19.600000381469727,127.0,1785541002000.0,-0.10700000077486038,807.0
78.0,1181.1500244140625,0.5,1.4179999828338623,809.0,-1.2770732212811708,15.399999618530273,157.0,810.0,116.83057263493538,15.399999618530273,810.0,20.0,128.0,1785541005000.0,-0.09000000357627869,810.0
78.0,1183.4100341796875,0.5,1.4279999732971191,810.0,-1.2770634144544601,15.399999618530273,157.0,811.0,116.83055478148162,15.399999618530273,811.0,20.399999618530273,128.0,1785541006000.0,-0.10000000149011612,811.0
80.0,1199.6800537109375,0.5,1.5210000276565552,816.0,-1.2770691979676485,15.199999809265137,161.0,817.0,116.83040918782353,15.199999809265137,817.0,21.200000762939453,131.0,1785541012000.0,-0.02199999988079071,817.0
77.0,1202.47998046875,0.5,1.5299999713897705,818.0,-1.2770966906100512,15.199999809265137,155.0,819.0,116.83037851005793,15.199999809265137,819.0,21.399999618530273,131.0,1785541014000.0,0.006000000052154064,819.0
78.0,1204.8599853515625,0.0,1.5399999618530273,820.0,-1.277105575427413,15.199999809265137,156.0,821.0,116.83035621419549,15.199999809265137,821.0,21.799999237060547,132.0,1785541016000.0,-0.04800000041723251,821.0
79.0,1212.449951171875,0.5,1.437000036239624,826.0,-1.2771173100918531,14.600000381469727,159.0,827.0,116.83028681203723,14.600000381469727,827.0,21.600000381469727,133.0,1785541022000.0,-0.09000000357627869,827.0
80.0,1216.280029296875,0.0,1.437000036239624,829.0,-1.2771233450621367,14.199999809265137,160.0,830.0,116.83025169186294,14.199999809265137,830.0,20.799999237060547,135.0,1785541025000.0,-0.09200000017881393,830.0
78.0,1225.0,0.5,1.4179999828338623,834.0,-1.2771899811923504,13.399999618530273,157.0,835.0,116.83017265051603,13.399999618530273,835.0,19.399999618530273,137.0,1785541030000.0,-0.16200000047683716,835.0
78.0,1237.47998046875,0.0,1.3619999885559082,842.0,-1.2772700283676386,12.399999618530273,156.0,843.0,116.83005513623357,12.399999618530273,843.0,20.200000762939453,137.0,1785541038000.0,-0.125,843.0
0.0,1249.969970703125,0.0,1.343999981880188,851.0,-1.2773135304450989,12.0,0.0,852.0,116.82994080707431,12.0,852.0,20.399999618530273,134.0,1785541047000.0,-0.06300000101327896,852.0
48.0,1251.1400146484375,0.5,1.343999981880188,852.0,-1.2773146200925112,11.800000190734863,97.0,853.0,116.82993032969534,11.800000190734863,853.0,20.399999618530273,134.0,1785541048000.0,-0.09200000017881393,853.0
48.0,1252.8499755859375,0.5,1.3250000476837158,854.0,-1.277317637577653,11.600000381469727,97.0,855.0,116.82991457171738,11.600000381469727,855.0,20.200000762939453,133.0,1785541050000.0,-0.07999999821186066,855.0
50.0,1259.0999755859375,0.5,1.2410000562667847,859.0,-1.2773150391876698,11.0,101.0,860.0,116.82985866442323,11.0,860.0,20.399999618530273,130.0,1785541055000.0,-0.12300000339746475,860.0
0.0,1267.75,0.0,1.2599999904632568,866.0,-1.277296682819724,10.199999809265137,0.0,867.0,116.82978289201856,10.199999809265137,867.0,24.399999618530273,130.0,1785541062000.0,-0.12600000202655792,867.0
0.0,1268.8800048828125,0.0,1.2599999904632568,867.0,-1.2772986944764853,10.0,0.0,868.0,116.82977224700153,10.0,868.0,24.799999237060547,130.0,1785541063000.0,-0.1080000028014183,868.0
0.0,1271.8399658203125,0.0,1.2690000534057617,869.0,-1.2772981077432632,9.800000190734863,0.0,870.0,116.82974634692073,9.800000190734863,870.0,25.399999618530273,129.0,1785541065000.0,-0.14100000262260437,870.0
54.0,1273.3199462890625,0.0,1.2690000534057617,871.0,-1.2772942520678043,9.600000381469727,108.0,872.0,116.82973327115178,9.600000381469727,872.0,25.600000381469727,126.0,1785541067000.0,-0.07800000160932541,872.0
0.0,1279.0699462890625,0.0,1.222000002861023,877.0,-1.2773032207041979,9.0,0.0,878.0,116.82967929169536,9.0,878.0,27.399999618530273,126.0,1785541073000.0,-0.09200000017881393,878.0
0.0,1288.5699462890625,0.0,1.2039999961853027,883.0,-1.2772903125733137,8.399999618530273,0.0,884.0,116.82958801276982,8.399999618530273,884.0,29.200000762939453,125.0,1785541079000.0,-0.11500000208616257,884.0
53.0,1299.989990234375,0.5,1.222000002861023,890.0,-1.2772442121058702,7.599999904632568,107.0,891.0,116.82948634028435,7.599999904632568,891.0,32.79999923706055,124.0,1785541086000.0,-0.10499999672174454,891.0
54.0,1305.5999755859375,0.0,1.222000002861023,894.0,-1.2772339023649693,7.400000095367432,108.0,895.0,116.82943906635046,7.400000095367432,895.0,34.400001525878906,123.0,1785541090000.0,-0.08500000089406967,895.0
53.0,1306.22998046875,0.5,1.222000002861023,895.0,-1.27723247744143,7.199999809265137,107.0,896.0,116.82943345047534,7.199999809265137,896.0,35.20000076293945,122.0,1785541091000.0,-0.03999999910593033,896.0
54.0,1317.050048828125,0.0,1.2410000562667847,902.0,-1.2772395182400942,6.599999904632568,108.0,903.0,116.82933806441724,6.599999904632568,903.0,38.400001525878906,122.0,1785541098000.0,-0.09799999743700027,903.0
54.0,1318.550048828125,0.0,1.2410000562667847,903.0,-1.277240188792348,6.400000095367432,108.0,904.0,116.82932415045798,6.400000095367432,904.0,39.0,122.0,1785541099000.0,-0.10000000149011612,904.0
73.0,1325.47998046875,0.5,1.2599999904632568,908.0,-1.2772354949265718,6.0,147.0,909.0,116.82926187291741,6.0,909.0,43.0,119.0,1785541104000.0,-0.09000000357627869,909.0
74.0,1326.56005859375,0.0,1.315999984741211,909.0,-1.2772414460778236,6.0,148.0,910.0,116.8292541615665,6.0,910.0,43.79999923706055,119.0,1785541105000.0,-0.027000000700354576,910.0
71.0,1333.8399658203125,0.0,1.399999976158142,916.0,-1.2772835232317448,6.0,142.0,917.0,116.8291881121695,6.0,917.0,45.0,118.0,1785541112000.0,0.0,917.0
0.0,1341.219970703125,0.0,1.343999981880188,925.0,-1.2773097585886717,6.0,0.0,926.0,116.82912114076316,6.0,926.0,41.20000076293945,122.0,1785541121000.0,0.0,926.0
71.0,1349.4100341796875,0.5,1.305999994277954,932.0,-1.2772705312818289,5.599999904632568,143.0,933.0,116.82903950102627,5.599999904632568,933.0,35.79999923706055,122.0,1785541128000.0,-0.0560000017285347,933.0
73.0,1355.72998046875,0.5,1.2690000534057617,939.0,-1.2772899772971869,5.400000095367432,147.0,940.0,116.82898225262761,5.400000095367432,940.0,32.400001525878906,120.0,1785541135000.0,-0.01899999938905239,940.0
74.0,1357.010009765625,0.0,1.2599999904632568,940.0,-1.2772907316684723,5.400000095367432,148.0,941.0,116.82897068560123,5.400000095367432,941.0,31.799999237060547,120.0,1785541136000.0,-0.004999999888241291,941.0
72.0,1361.780029296875,0.5,1.2410000562667847,944.0,-1.2772733811289072,5.400000095367432,145.0,945.0,116.82893263176084,5.400000095367432,945.0,29.600000381469727,118.0,1785541140000.0,-0.01600000075995922,945.0
72.0,1367.8499755859375,0.0,1.25,948.0,-1.2772572878748178,5.400000095367432,144.0,949.0,116.8288738746196,5.400000095367432,949.0,27.399999618530273,119.0,1785541144000.0,-0.023000000044703484,949.0
72.0,1371.1500244140625,0.5,1.277999997138977,950.0,-1.2772521749138832,5.199999809265137,145.0,951.0,116.82883883826435,5.199999809265137,951.0,26.799999237060547,119.0,1785541146000.0,-0.08100000023841858,951.0
73.0,1375.2099609375,0.5,1.305999994277954,952.0,-1.277244295924902,5.0,147.0,953.0,116.8287932407111,5.0,953.0,26.399999618530273,119.0,1785541148000.0,-0.10999999940395355,953.0
75.0,1378.3800048828125,0.0,1.3250000476837158,954.0,-1.2772408593446016,4.800000190734863,150.0,955.0,116.82875242084265,4.800000190734863,955.0,26.799999237060547,119.0,1785541150000.0,-0.0860000029206276,955.0
76.0,1379.969970703125,0.0,1.3339999914169312,955.0,-1.2772435415536165,4.800000190734863,152.0,956.0,116.82873641140759,4.800000190734863,956.0,27.399999618530273,119.0,1785541151000.0,-0.03799999877810478,956.0
76.0,1385.1099853515625,0.0,1.3619999885559082,958.0,-1.2772683519870043,4.800000190734863,152.0,959.0,116.8286965135485,4.800000190734863,959.0,29.799999237060547,119.0,1785541154000.0,0.012000000104308128,959.0
75.0,1389.2099609375,0.0,1.371999979019165,961.0,-1.277280505746603,4.800000190734863,150.0,962.0,116.82866130955517,4.800000190734863,962.0,31.200000762939453,120.0,1785541157000.0,-0.013000000268220901,962.0
74.0,1397.0,0.0,1.343999981880188,969.0,-1.2772971857339144,4.599999904632568,148.0,970.0,116.82858319021761,4.599999904632568,970.0,31.0,124.0,1785541165000.0,-0.019999999552965164,970.0
74.0,1397.72998046875,0.0,1.3339999914169312,970.0,-1.2772998679429293,4.599999904632568,148.0,971.0,116.82857690379024,4.599999904632568,971.0,30.600000381469727,124.0,1785541166000.0,-0.003000000026077032,971.0
76.0,1402.1099853515625,0.5,1.305999994277954,974.0,-1.2772965990006924,4.400000095367432,153.0,975.0,116.82853776030242,4.400000095367432,975.0,27.600000381469727,127.0,1785541170000.0,-0.01600000075995922,975.0
79.0,1405.6400146484375,0.0,1.2970000505447388,978.0,-1.2772951740771532,4.400000095367432,158.0,979.0,116.82850565761328,4.400000095367432,979.0,24.399999618530273,127.0,1785541174000.0,-0.0010000000474974513,979.0
75.0,1414.3499755859375,0.0,1.2879999876022339,984.0,-1.2772706151008606,4.400000095367432,150.0,985.0,116.82842946611345,4.400000095367432,985.0,19.0,126.0,1785541180000.0,-0.014999999664723873,985.0
72.0,1418.6600341796875,0.0,1.2879999876022339,987.0,-1.2772811762988567,4.199999809265137,144.0,988.0,116.82838529348373,4.199999809265137,988.0,16.399999618530273,125.0,1785541183000.0,-0.03400000184774399,988.0
72.0,1422.4100341796875,0.0,1.2970000505447388,989.0,-1.2773004546761513,4.199999809265137,144.0,990.0,116.8283453118056,4.199999809265137,990.0,15.399999618530273,125.0,1785541185000.0,-0.03700000047683716,990.0
76.0,1440.4599609375,0.5,1.7450000047683716,995.0,-1.2774096708744764,4.199999809265137,153.0,996.0,116.82820558547974,4.199999809265137,996.0,15.199999809265137,126.0,1785541191000.0,-0.017999999225139618,996.0
73.0,1443.7099609375,0.5,1.7450000047683716,997.0,-1.2774235848337412,4.0,147.0,998.0,116.828179853037,4.0,998.0,17.0,129.0,1785541193000.0,-0.020999999716877937,998.0
70.0,1446.9300537109375,0.0,1.5019999742507935,999.0,-1.277431296184659,4.0,140.0,1000.0,116.82815202511847,4.0,1000.0,18.200000762939453,134.0,1785541195000.0,-0.035999998450279236,1000.0
76.0,1453.6600341796875,0.0,1.5679999589920044,1003.0,-1.2774361576884985,4.0,152.0,1004.0,116.82809226214886,4.0,1004.0,19.200000762939453,134.0,1785541199000.0,0.0,1004.0
80.0,1469.06005859375,0.5,1.7079999446868896,1010.0,-1.2774178851395845,4.0,161.0,1011.0,116.82795354165137,4.0,1011.0,20.0,134.0,1785541206000.0,-0.008999999612569809,1011.0
79.0,1485.030029296875,0.5,1.781999945640564,1017.0,-1.2774025462567806,4.400000095367432,159.0,1018.0,116.82780845090747,4.400000095367432,1018.0,25.200000762939453,135.0,1785541213000.0,0.05400000140070915,1018.0
76.0,1497.510009765625,0.5,1.7910000085830688,1025.0,-1.277468679472804,5.199999809265137,153.0,1026.0,116.82770853862166,5.199999809265137,1026.0,30.399999618530273,134.0,1785541221000.0,0.10599999874830246,1026.0
75.0,1509.9300537109375,0.0,1.8009999990463257,1033.0,-1.2774843536317348,6.0,150.0,1034.0,116.82759705930948,6.0,1034.0,29.399999618530273,133.0,1785541229000.0,0.10000000149011612,1034.0
77.0,1527.6300048828125,0.5,1.7910000085830688,1045.0,-1.2775136902928352,6.599999904632568,155.0,1046.0,116.82743973098695,6.599999904632568,1046.0,26.200000762939453,133.0,1785541241000.0,0.04899999871850014,1046.0
80.0,1544.4300537109375,0.0,1.753999948501587,1055.0,-1.2775467988103628,7.0,160.0,1056.0,116.82729204185307,7.0,1056.0,22.200000762939453,134.0,1785541251000.0,0.03799999877810478,1056.0
81.0,1557.72998046875,0.0,1.819000005722046,1062.0,-1.2775778118520975,6.599999904632568,162.0,1063.0,116.82717720977962,6.599999904632568,1063.0,20.399999618530273,132.0,1785541258000.0,-0.05900000035762787,1063.0
80.0,1573.0,0.0,1.8660000562667847,1071.0,-1.2776107527315617,6.0,160.0,1072.0,116.82704385370016,6.0,1072.0,19.200000762939453,135.0,1785541267000.0,-0.05299999937415123,1072.0
75.0,1587.22998046875,0.5,1.809999942779541,1081.0,-1.2776494771242142,5.199999809265137,151.0,1082.0,116.82692139409482,5.199999809265137,1082.0,18.399999618530273,136.0,1785541277000.0,-0.08500000089406967,1082.0
75.0,1591.22998046875,0.0,1.7730000019073486,1084.0,-1.277644531801343,5.0,150.0,1085.0,116.82688577100635,5.0,1085.0,18.200000762939453,135.0,1785541280000.0,-0.08500000089406967,1085.0
75.0,1595.1400146484375,0.0,1.7170000076293945,1087.0,-1.2776568531990051,4.599999904632568,150.0,1088.0,116.8268534168601,4.599999904632568,1088.0,17.799999237060547,134.0,1785541283000.0,-0.07800000160932541,1088.0
75.0,1605.1500244140625,0.5,1.5679999589920044,1094.0,-1.2776783108711243,4.0,151.0,1095.0,116.82676590979099,4.0,1095.0,16.600000381469727,131.0,1785541290000.0,-0.09000000357627869,1095.0
75.0,1609.8900146484375,0.5,1.5770000219345093,1098.0,-1.2776876986026764,4.0,151.0,1099.0,116.82672450318933,4.0,1099.0,16.399999618530273,131.0,1785541294000.0,-0.014999999664723873,1099.0
76.0,1618.3499755859375,0.5,1.5210000276565552,1104.0,-1.2777030374854803,4.0,153.0,1105.0,116.82664898224175,4.0,1105.0,16.200000762939453,128.0,1785541300000.0,0.0,1105.0
75.0,1622.719970703125,0.0,1.465000033378601,1107.0,-1.277708150446415,4.0,150.0,1108.0,116.82660992257297,4.0,1108.0,16.0,128.0,1785541303000.0,0.0,1108.0
78.0,1637.0999755859375,0.0,1.465000033378601,1116.0,-1.2777330446988344,4.0,156.0,1117.0,116.82648293673992,4.0,1117.0,15.199999809265137,128.0,1785541312000.0,0.007000000216066837,1117.0
76.0,1652.8399658203125,0.5,1.5119999647140503,1125.0,-1.2777779716998339,3.799999952316284,153.0,1126.0,116.82634865865111,3.799999952316284,1126.0,15.800000190734863,128.0,1785541321000.0,-0.03400000184774399,1126.0
79.0,1673.1700439453125,0.0,1.6050000190734863,1136.0,-1.27780856564641,3.200000047683716,158.0,1137.0,116.82616853155196,3.200000047683716,1137.0,18.0,127.0,1785541332000.0,-0.04899999871850014,1137.0
